"Time stamp","Field total mass flow delivered | (kg/s)","Field timestep-averaged inlet temperature | (C)","Field timestep-averaged outlet temperature | (C)","Field collector DNI-cosine product | (W/m2)","Field fraction of focused SCAs","Field optical efficiency before defocus","Resource Beam normal irradiance | (W/m2)","Field thermal power incident | (MWt)","Field thermal power incident after cosine | (MWt)","Receiver thermal power absorbed | (MWt)","Field piping thermal losses | (MWt)","Receiver thermal losses | (MWt)","Field thermal power leaving in HTF | (MWt)","Heat sink HTF inlet temp | (C)","Heat sink HTF outlet temp | (C)","Heat sink HTF mass flow | (kg/s)","Receiver thermal power incident | (MWt)","TES charge mass flow rate | (kg/s)","TES charge thermal power | (MWt)","TES discharge mass flow rate | (kg/s)","TES discharge thermal power | (MWt)","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)"
"Jan 7, 06:00 am",0,255.359,255.095,0,1,0,0,0,0,-4.64669,0.263784,4.64669,-0.118292,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 7, 07:00 am",0,252.292,252.035,0,1,0,0,0,0,-4.49905,0.260747,4.49905,-0.114515,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 7, 08:00 am",0,249.31,249.06,0,1,0,0,0,0,-4.35895,0.257691,4.35895,-0.110943,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 7, 09:00 am",0,255.225,257.508,359.978,1,0.380566,454,178.15,141.255,46.9999,0.303497,6.75704,1.02939,393,293,0,53.757,0,0,0,0,0.946353,0.991873,0.52529,37.5424
"Jan 7, 10:00 am",140.931,294.166,316.351,470.779,1,0.682133,681,267.224,184.734,115.447,0.382751,10.5688,21.1594,377.035,293,140.931,126.016,0,0,0,0,0.892788,0.989916,1,46.2652
"Jan 7, 11:00 am",377.7,293,374.696,459.8,1,0.616883,790,309.996,180.426,99.8066,0.396179,11.4949,75.0075,374.696,293,377.7,111.301,0,0,0,0,0.809423,0.987428,1,54.4068
"Jan 7, 12:00 pm",333.816,293,388.324,445.829,1,0.547822,890,349.236,174.943,84.2148,0.39428,11.6229,78.0158,388.324,293,333.816,95.8378,0,0,0,0,0.720513,0.98509,1,59.9384
"Jan 7, 01:00 pm",244.343,293,390.919,355.148,1,0.522277,745,292.338,139.36,61.1236,0.393642,11.6609,58.7551,390.919,293,244.343,72.7845,0,0,0,0,0.687488,0.984268,1,61.5293
"Jan 7, 02:00 pm",204,293,382.464,157.259,1,0.568411,301,118.112,61.7086,25.5141,0.367367,9.56177,44.5815,382.464,293,204,35.0758,0,0,0,0,0.747078,0.985767,1,58.5028
"Jan 7, 03:00 pm",204,293,364.451,109.608,1,0.63982,178,69.8472,43.01,18.9069,0.344949,8.61171,35.2045,364.451,293,204,27.5186,0,0,0,0,0.838813,0.988259,1,51.9919
"Jan 7, 04:00 pm",448.414,293,372.947,525.957,1,0.650786,726,284.882,206.386,122.489,0.39036,11.8235,87.0494,372.947,293,448.414,134.313,0,0,0,0,0.912357,0.990579,0.93296,43.5761
"Jan 7, 05:00 pm",204,293,365.205,248.611,1,0,301,118.112,97.555,-7.40359,0.33569,7.40359,35.5929,365.205,293,204,0,0,0,0,0,0.960127,0.99248,0,34.315
"Jan 7, 06:00 pm",204,293,332.707,0,1,0,0,0,0,-6.42237,0.298261,6.42237,19.1752,332.707,293,204,0,0,0,0,0,0.987458,0.994019,0,24.9368
"Jan 7, 07:00 pm",0,308.085,306.34,0,1,0,0,0,0,-6.49991,0.289498,6.49991,-0.837995,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 7, 08:00 pm",0,293.084,292.374,0,1,0,0,0,0,-6.65261,0.291863,6.65261,-0.334515,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 7, 09:00 pm",0,287.095,286.745,0,1,0,0,0,0,-6.44678,0.291971,6.44678,-0.163489,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 7, 10:00 pm",0,283.204,282.879,0,1,0,0,0,0,-6.18051,0.288997,6.18051,-0.15085,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 7, 11:00 pm",0,279.372,279.046,0,1,0,0,0,0,-5.93446,0.285617,5.93446,-0.15067,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 12:00 am",0,275.581,275.264,0,1,0,0,0,0,-5.71457,0.282453,5.71457,-0.145963,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 01:00 am",0,271.903,271.596,0,1,0,0,0,0,-5.51324,0.279541,5.51324,-0.140616,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 02:00 am",0,268.34,268.043,0,1,0,0,0,0,-5.31696,0.276635,5.31696,-0.135703,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 03:00 am",0,264.887,264.598,0,1,0,0,0,0,-5.1383,0.273947,5.1383,-0.130973,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 04:00 am",0,261.536,261.256,0,1,0,0,0,0,-4.96368,0.270941,4.96368,-0.126531,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 05:00 am",0,258.284,258.013,0,1,0,0,0,0,-4.79908,0.268142,4.79908,-0.122284,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 06:00 am",0,255.127,254.863,0,1,0,0,0,0,-4.64402,0.265224,4.64402,-0.118319,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 07:00 am",0,252.058,251.801,0,1,0,0,0,0,-4.49716,0.262289,4.49716,-0.114576,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 08:00 am",0,249.073,248.823,0,1,0,0,0,0,-4.35794,0.259335,4.35794,-0.111025,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 09:00 am",0,248.357,248.743,88.9999,1,0.381295,112,43.9488,34.9236,8.55308,0.267262,4.76311,0.171649,393,293,0,13.3162,0,0,0,0,0.947118,0.991905,0.525854,37.3785
"Jan 8, 10:00 am",0,280.379,287.24,469.159,1,0.68148,680,266.832,184.098,115.885,0.360118,9.57437,5.1277,393,293,0,125.459,0,0,0,0,0.891959,0.989888,1,46.3747
"Jan 8, 11:00 am",358.239,293,360.274,451.062,1,0.618504,772,302.933,176.997,98.1346,0.398625,11.3388,58.0543,360.274,293,358.239,109.473,0,0,0,0,0.811503,0.987485,1,54.248
"Jan 8, 12:00 pm",326.868,293,384.577,444.763,1,0.550007,884,346.882,174.525,84.3838,0.396961,11.6062,73.2173,384.577,293,326.868,95.99,0,0,0,0,0.723335,0.985161,1,59.793
"Jan 8, 01:00 pm",267.192,293,390.083,385.659,1,0.524243,806,316.274,151.333,67.6033,0.396223,11.7318,63.6676,390.083,293,267.192,79.3351,0,0,0,0,0.690033,0.984331,1,61.4135
"Jan 8, 02:00 pm",368.345,293,391.746,461.845,1,0.569485,882,346.097,181.228,91.4329,0.3959,11.7737,89.3673,391.746,293,368.345,103.207,0,0,0,0,0.748463,0.985802,1,58.4237
"Jan 8, 03:00 pm",496.724,293,392.43,536.343,1,0.640275,870,341.388,210.461,122.949,0.396119,11.804,121.401,392.43,293,496.724,134.753,0,0,0,0,0.839395,0.988276,1,51.94
"Jan 8, 04:00 pm",387.404,293,392.485,416.823,1,0.657672,575,225.63,163.561,95.8069,0.396695,11.7627,94.7384,392.485,293,387.404,107.57,0,0,0,0,0.912607,0.990587,0.942563,43.5387
"Jan 8, 05:00 pm",204,293,371.41,238.791,1,0,289,113.404,93.7017,-7.37203,0.336656,7.37203,38.8027,371.41,293,204,0,0,0,0,0,0.960252,0.992486,0,34.2828
"Jan 8, 06:00 pm",204,293,334.688,0,1,0,0,0,0,-6.43974,0.300199,6.43974,20.157,334.688,293,204,0,0,0,0,0,0.987541,0.994025,0,24.8969
"Jan 8, 07:00 pm",0,308.743,306.945,0,1,0,0,0,0,-6.52832,0.291683,6.52832,-0.864198,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 08:00 pm",0,293.377,292.656,0,1,0,0,0,0,-6.68642,0.294018,6.68642,-0.339675,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 09:00 pm",0,287.325,286.974,0,1,0,0,0,0,-6.47974,0.293994,6.47974,-0.164153,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 10:00 pm",0,283.421,283.095,0,1,0,0,0,0,-6.21242,0.290686,6.21242,-0.151511,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 8, 11:00 pm",0,279.572,279.244,0,1,0,0,0,0,-5.96281,0.287073,5.96281,-0.151425,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 12:00 am",0,275.763,275.444,0,1,0,0,0,0,-5.74177,0.283575,5.74177,-0.146658,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 01:00 am",0,272.07,271.762,0,1,0,0,0,0,-5.53101,0.280125,5.53101,-0.141126,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 02:00 am",0,268.498,268.2,0,1,0,0,0,0,-5.3355,0.276795,5.3355,-0.135972,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 03:00 am",0,265.038,264.749,0,1,0,0,0,0,-5.15062,0.273574,5.15062,-0.131214,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 04:00 am",0,261.683,261.403,0,1,0,0,0,0,-4.9748,0.270354,4.9748,-0.126692,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 05:00 am",0,258.428,258.156,0,1,0,0,0,0,-4.80827,0.267236,4.80827,-0.122408,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 06:00 am",0,255.269,255.005,0,1,0,0,0,0,-4.65011,0.264108,4.65011,-0.118358,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 07:00 am",0,252.2,251.943,0,1,0,0,0,0,-4.50297,0.261069,4.50297,-0.114591,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 08:00 am",0,249.215,248.966,0,1,0,0,0,0,-4.36125,0.25801,4.36125,-0.111004,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 09:00 am",0,246.373,246.147,2.38925,1,0.382266,3,1.1772,0.937543,-3.87636,0.254546,4.23475,-0.099899,393,293,0,0.358391,0,0,0,0,0.947894,0.991937,0.526744,37.2106
"Jan 9, 10:00 am",0,249.886,251.416,139.794,1,0.682516,202,79.2648,54.855,31.6873,0.285941,5.75213,0.683875,393,293,0,37.4394,0,0,0,0,0.893276,0.989931,1,46.2076
"Jan 9, 11:00 am",0,269.516,270.368,39.8884,1,0.620158,68,26.6832,15.6522,4.50913,0.292199,5.19771,0.388011,393,293,0,9.70684,0,0,0,0,0.813625,0.987544,1,54.0843
"Jan 9, 12:00 pm",0,271.809,271.63,50.5406,1,0.552256,100,39.24,19.8321,5.69651,0.278232,5.2559,-0.0819298,393,293,0,10.9524,0,0,0,0,0.726238,0.985234,1,59.6417
"Jan 9, 01:00 pm",0,269.518,269.177,7.2055,1,0.52631,15,5.886,2.82744,-3.57821,0.2733,5.06632,-0.155516,393,293,0,1.48811,0,0,0,0,0.692707,0.984397,1,61.2906
"Jan 9, 02:00 pm",0,267.352,267.732,79.788,1,0.570653,152,59.6448,31.3088,12.1037,0.282951,5.76278,0.173624,393,293,0,17.8665,0,0,0,0,0.749969,0.985841,1,58.3371
"Jan 9, 03:00 pm",0,272.702,272.74,6.7903,1,0.640793,11,4.3164,2.66452,-3.59897,0.282234,5.30637,0.017033,393,293,0,1.7074,0,0,0,0,0.840057,0.988295,1,51.8807
"Jan 9, 04:00 pm",0,269.119,268.612,2.90178,1,0.66471,4,1.5696,1.13866,-4.3599,0.270704,5.11677,-0.231634,393,293,0,0.756876,0,0,0,0,0.912904,0.990598,0.952331,43.4942
"Jan 9, 05:00 pm",0,263.786,263.416,7.43986,1,0,9,3.5316,2.9194,-5.00955,0.268201,5.00955,-0.167751,393,293,0,0,0,0,0,0,0.960402,0.992493,0,34.2438
"Jan 9, 06:00 pm",0,259.886,259.595,0,1,0,0,0,0,-4.86456,0.266047,4.86456,-0.131362,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 07:00 pm",0,256.618,256.352,0,1,0,0,0,0,-4.70675,0.263197,4.70675,-0.119381,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 08:00 pm",0,253.534,253.276,0,1,0,0,0,0,-4.55465,0.260355,4.55465,-0.115421,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 09:00 pm",0,250.529,250.277,0,1,0,0,0,0,-4.41083,0.257578,4.41083,-0.112137,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 10:00 pm",0,247.6,247.355,0,1,0,0,0,0,-4.27475,0.254889,4.27475,-0.108756,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 9, 11:00 pm",0,244.748,244.51,0,1,0,0,0,0,-4.14627,0.252595,4.14627,-0.10553,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 12:00 am",0,241.969,241.737,0,1,0,0,0,0,-4.02408,0.249846,4.02408,-0.10247,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 01:00 am",0,239.262,239.035,0,1,0,0,0,0,-3.90653,0.247384,3.90653,-0.0994743,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 02:00 am",0,236.622,236.401,0,1,0,0,0,0,-3.79607,0.244776,3.79607,-0.0967085,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 03:00 am",0,234.046,233.831,0,1,0,0,0,0,-3.68864,0.24234,3.68864,-0.0940298,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 04:00 am",0,231.533,231.323,0,1,0,0,0,0,-3.58621,0.239863,3.58621,-0.0914513,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 05:00 am",0,229.08,228.875,0,1,0,0,0,0,-3.48489,0.237556,3.48489,-0.088881,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 06:00 am",0,226.686,226.485,0,1,0,0,0,0,-3.39687,0.235085,3.39687,-0.0867473,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 07:00 am",0,224.342,224.145,0,1,0,0,0,0,-3.30777,0.232777,3.30777,-0.0845467,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 08:00 am",0,222.05,221.858,0,1,0,0,0,0,-3.22207,0.23042,3.22207,-0.0823731,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 09:00 am",0,219.947,219.799,5.58759,1,0.383478,7,2.7468,2.19257,-2.32244,0.22831,3.16325,-0.0633707,393,293,0,0.840803,0,0,0,0,0.94868,0.991971,0.527958,37.0388
"Jan 10, 10:00 am",0,220.738,221.295,57.6188,1,0.683567,83,32.5692,22.6096,11.8602,0.240357,3.59501,0.238621,393,293,0,15.4552,0,0,0,0,0.894612,0.989975,1,46.0363
"Jan 10, 11:00 am",0,227.439,227.57,1.76692,1,0.621842,3,1.1772,0.693339,-2.83339,0.23835,3.26454,0.0565421,393,293,0,0.431147,0,0,0,0,0.815784,0.987604,1,53.9159
"Jan 10, 12:00 pm",0,225.167,224.805,7.10877,1,0.554565,14,5.4936,2.78948,-1.64958,0.227328,3.19653,-0.155797,393,293,0,1.54695,0,0,0,0,0.729219,0.98531,1,59.4846
"Jan 10, 01:00 pm",0,232.737,235.704,333.305,1,0.528472,691,271.148,130.789,63.0398,0.290047,6.07852,1.30101,393,293,0,69.1183,0,0,0,0,0.695503,0.984466,1,61.1609
"Jan 10, 02:00 pm",0,278.546,282.471,283.685,1,0.571914,539,211.504,111.318,56.0574,0.34625,7.60701,1.81524,393,293,0,63.6644,0,0,0,0,0.751594,0.985883,1,58.243
"Jan 10, 03:00 pm",209.181,303.877,337.918,507.315,1,0.637811,828,324.907,199.071,116.057,0.386252,10.9184,33.5846,374.126,293,209.181,126.976,0,0,0,0,0.836241,0.988185,1,52.214
"Jan 10, 04:00 pm",399.944,293,380.749,433.459,1,0.671896,597,234.263,170.089,102.615,0.396938,11.667,85.6347,380.749,293,399.944,114.282,0,0,0,0,0.913247,0.99061,0.962253,43.4427
"Jan 10, 05:00 pm",204,293,368.081,186.925,1,0,226,88.6824,73.3493,-7.28797,0.335521,7.28797,37.0779,368.081,293,204,0,0,0,0,0,0.960579,0.992502,0,34.1979
"Jan 10, 06:00 pm",204,293,332.809,0,1,0,0,0,0,-6.40186,0.298739,6.40186,19.2255,332.809,293,204,0,0,0,0,0,0.987748,0.99404,0,24.7969
"Jan 10, 07:00 pm",0,307.426,305.668,0,1,0,0,0,0,-6.49786,0.2904,6.49786,-0.843668,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 08:00 pm",0,292.428,291.724,0,1,0,0,0,0,-6.6471,0.292647,6.6471,-0.331068,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 09:00 pm",0,286.494,286.146,0,1,0,0,0,0,-6.4355,0.29242,6.4355,-0.162381,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 10:00 pm",0,282.619,282.295,0,1,0,0,0,0,-6.16073,0.289025,6.16073,-0.150258,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 10, 11:00 pm",0,278.8,278.475,0,1,0,0,0,0,-5.91439,0.285238,5.91439,-0.150021,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 12:00 am",0,275.022,274.706,0,1,0,0,0,0,-5.69503,0.281771,5.69503,-0.145347,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 01:00 am",0,271.358,271.053,0,1,0,0,0,0,-5.48674,0.278455,5.48674,-0.139905,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 02:00 am",0,267.814,267.518,0,1,0,0,0,0,-5.29302,0.275258,5.29302,-0.134826,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 03:00 am",0,264.379,264.092,0,1,0,0,0,0,-5.11312,0.272271,5.11312,-0.130207,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 04:00 am",0,261.046,260.767,0,1,0,0,0,0,-4.93854,0.269073,4.93854,-0.125756,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 05:00 am",0,257.812,257.542,0,1,0,0,0,0,-4.77422,0.265977,4.77422,-0.1215,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 06:00 am",0,254.674,254.411,0,1,0,0,0,0,-4.61969,0.262868,4.61969,-0.11754,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 07:00 am",0,251.623,251.368,0,1,0,0,0,0,-4.47274,0.259953,4.47274,-0.113809,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 08:00 am",0,248.657,248.409,0,1,0,0,0,0,-4.3321,0.256914,4.3321,-0.110231,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 09:00 am",0,253.734,255.775,321.628,1,0.384932,402,157.745,126.207,42.1121,0.29804,6.46898,0.917743,393,293,0,48.581,0,0,0,0,0.949476,0.992005,0.529498,36.8632
"Jan 11, 10:00 am",64.7421,294.529,307.697,422.61,1,0.685636,605,237.402,165.832,103.35,0.377016,10.3536,10.9349,384.177,293,64.7421,113.703,0,0,0,0,0.89724,0.990063,1,45.6896
"Jan 11, 11:00 am",366.641,293,368.678,445.925,1,0.623553,754,295.87,174.981,97.5574,0.39673,11.5525,67.1935,368.678,293,366.641,109.11,0,0,0,0,0.817978,0.987666,1,53.7427
"Jan 11, 12:00 pm",318.574,293,386.668,423.479,1,0.55693,830,325.692,166.173,80.8569,0.395045,11.6899,73.0839,386.668,293,318.574,92.5468,0,0,0,0,0.732271,0.985388,1,59.3218
"Jan 11, 01:00 pm",229.987,293,390.472,334.748,1,0.530725,691,271.148,131.355,57.9557,0.394473,11.7579,55.0354,390.472,293,229.987,69.7136,0,0,0,0,0.698418,0.984538,1,61.0242
"Jan 11, 02:00 pm",204,293,387.05,219.047,1,0.573265,415,162.846,85.954,38.6207,0.381476,10.6537,47.0021,387.05,293,204,49.2744,0,0,0,0,0.753335,0.985928,1,58.1414
"Jan 11, 03:00 pm",290.21,293,386.49,348.626,1,0.642013,563,220.921,136.801,76.0049,0.392297,11.8229,66.4435,386.49,293,290.21,87.8278,0,0,0,0,0.841618,0.98834,1,51.7402
"Jan 11, 04:00 pm",204,293,375.008,69.0427,1,0.679224,95,37.278,27.0924,9.83035,0.35294,8.57144,40.6753,375.008,293,204,18.4018,0,0,0,0,0.913636,0.990624,0.97232,43.3841
"Jan 11, 05:00 pm",204,293,344.901,302.909,1,0,366,143.618,118.861,-6.70788,0.309154,6.70788,25.2584,344.901,293,204,0,0,0,0,0,0.960781,0.992511,0,34.1451
"Jan 11, 06:00 pm",204,293,314.905,0,1,0,0,0,0,-6.36618,0.2914,6.36618,10.4592,314.905,293,204,0,0,0,0,0,0.987871,0.994049,0,24.7368
"Jan 11, 07:00 pm",0,297.168,296,0,1,0,0,0,0,-6.39962,0.28832,6.39962,-0.552659,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 08:00 pm",0,287.014,286.488,0,1,0,0,0,0,-6.36611,0.28914,6.36611,-0.245729,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 09:00 pm",0,282.113,281.782,0,1,0,0,0,0,-6.13677,0.287756,6.13677,-0.15397,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 10:00 pm",0,278.335,278.018,0,1,0,0,0,0,-5.8933,0.284769,5.8933,-0.146347,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 11, 11:00 pm",0,274.619,274.305,0,1,0,0,0,0,-5.6739,0.281586,5.6739,-0.144266,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 12:00 am",0,270.969,270.664,0,1,0,0,0,0,-5.47211,0.278681,5.47211,-0.139631,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 01:00 am",0,267.428,267.132,0,1,0,0,0,0,-5.28311,0.2758,5.28311,-0.134695,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 02:00 am",0,263.995,263.708,0,1,0,0,0,0,-5.10368,0.273341,5.10368,-0.130083,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 03:00 am",0,260.662,260.384,0,1,0,0,0,0,-4.93333,0.270879,4.93333,-0.125743,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 04:00 am",0,257.426,257.156,0,1,0,0,0,0,-4.77075,0.268199,4.77075,-0.121595,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 05:00 am",0,254.283,254.02,0,1,0,0,0,0,-4.6164,0.265507,4.6164,-0.117649,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 06:00 am",0,251.228,250.972,0,1,0,0,0,0,-4.47066,0.262798,4.47066,-0.113939,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 07:00 am",0,248.256,248.007,0,1,0,0,0,0,-4.33393,0.26017,4.33393,-0.110476,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 08:00 am",0,245.362,245.12,0,1,0,0,0,0,-4.19976,0.257414,4.19976,-0.107104,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 09:00 am",0,243.862,244.006,52.9283,1,0.386627,66,25.8984,20.7691,3.64229,0.260802,4.38759,0.0632985,393,293,0,8.02988,0,0,0,0,0.95028,0.992039,0.531361,36.6839
"Jan 12, 10:00 am",0,270.279,276.542,433.16,1,0.68571,620,243.288,169.972,107.585,0.351402,8.96622,4.33528,393,293,0,116.552,0,0,0,0,0.897335,0.990065,1,45.6815
"Jan 12, 11:00 am",270.004,297.208,349.042,419.731,1,0.627451,703,275.857,164.702,92.1279,0.400377,11.2152,40.1724,360.497,293,270.004,103.343,0,0,0,0,0.822974,0.987806,1,53.3405
"Jan 12, 12:00 pm",327.454,293,380.522,444.034,1,0.559348,866,339.818,174.239,85.8863,0.400554,11.574,69.9225,380.522,293,327.454,97.4603,0,0,0,0,0.73539,0.985467,1,59.1534
"Jan 12, 01:00 pm",267.584,293,388.935,382.492,1,0.533067,786,308.426,150.09,68.2627,0.400369,11.7451,62.9617,388.935,293,267.584,80.0078,0,0,0,0,0.701446,0.984613,1,60.8806
"Jan 12, 02:00 pm",358.146,293,391.426,447.905,1,0.574704,846,331.97,175.758,89.2133,0.400309,11.7955,86.5935,391.426,293,358.146,101.009,0,0,0,0,0.755189,0.985977,1,58.0325
"Jan 12, 03:00 pm",486.052,293,392.29,523.57,1,0.642714,844,331.186,205.449,120.215,0.40052,11.8296,118.615,392.29,293,486.052,132.045,0,0,0,0,0.842515,0.988367,1,51.6588
"Jan 12, 04:00 pm",335.247,293,392.23,350.681,1,0.686688,482,189.137,137.607,82.711,0.400601,11.7822,81.7601,392.23,293,335.247,94.4932,0,0,0,0,0.91407,0.990639,0.982522,43.3183
"Jan 12, 05:00 pm",204,293,371.138,269.994,1,0,326,127.922,105.946,-7.39609,0.340604,7.39609,38.6619,371.138,293,204,0,0,0,0,0,0.961009,0.992522,0,34.0854
"Jan 12, 06:00 pm",204,293,334.506,0,1,0,0,0,0,-6.46523,0.304113,6.46523,20.0671,334.506,293,204,0,0,0,0,0,0.988008,0.994059,0,24.6699
"Jan 12, 07:00 pm",0,308.611,306.816,0,1,0,0,0,0,-6.55648,0.295594,6.55648,-0.862879,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 08:00 pm",0,293.258,292.537,0,1,0,0,0,0,-6.70589,0.298003,6.70589,-0.339796,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 09:00 pm",0,287.196,286.843,0,1,0,0,0,0,-6.49825,0.298056,6.49825,-0.164785,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 10:00 pm",0,283.275,282.948,0,1,0,0,0,0,-6.22324,0.294735,6.22324,-0.152039,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 12, 11:00 pm",0,279.414,279.085,0,1,0,0,0,0,-5.97024,0.291112,5.97024,-0.151811,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 13, 12:00 am",0,275.596,275.277,0,1,0,0,0,0,-5.74119,0.287715,5.74119,-0.146883,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 13, 01:00 am",0,271.897,271.588,0,1,0,0,0,0,-5.5331,0.283732,5.5331,-0.141346,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 13, 02:00 am",0,268.318,268.02,0,1,0,0,0,0,-5.33565,0.279867,5.33565,-0.136177,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 13, 03:00 am",0,264.853,264.564,0,1,0,0,0,0,-5.14955,0.276117,5.14955,-0.131324,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 13, 04:00 am",0,261.495,261.214,0,1,0,0,0,0,-4.9753,0.272471,4.9753,-0.126801,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 13, 05:00 am",0,258.237,257.964,0,1,0,0,0,0,-4.80631,0.268929,4.80631,-0.122461,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 13, 06:00 am",0,255.076,254.811,0,1,0,0,0,0,-4.6498,0.265589,4.6498,-0.1184,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 13, 07:00 am",0,252.005,251.748,0,1,0,0,0,0,-4.50132,0.262337,4.50132,-0.114623,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 13, 08:00 am",0,249.019,248.769,0,1,0,0,0,0,-4.35843,0.259173,4.35843,-0.110987,393,293,0,0,0,0,0,0,0,0,0,0
"Jan 13, 09:00 am",0,246.218,246.004,4.01924,1,0.388564,5,1.962,1.57715,-3.63101,0.256057,4.24383,-0.0946203,393,293,0,0.612823,0,0,0,0,0.951091,0.992074,0.533548,36.5009
"Jan 13, 10:00 am",0,248.815,250.047,114.953,1,0.686799,164,64.3536,45.1074,25.5382,0.281915,5.44155,0.549359,393,293,0,30.9797,0,0,0,0,0.898719,0.990112,1,45.4983
