"Time stamp","Field HTF mass flow rate total | (kg/s)","Field HTF temperature cold header inlet | (C)","Field HTF temperature hot header outlet | (C)","Field collector DNI-cosine product | (W/m2)","Field collector fraction of time period tracking","Field collector incidence angle modifier","Field collector optical end loss","Field collector row shadowing loss","Field collector solar incidence angle | (deg)","Field collector thermal and optical efficiency","Field collector tracking angle | (deg)","Field thermal power absorbed | (MWt)","Field thermal power incident after cosine | (MWt)","Field thermal power pipe losses | (MWt)","Field thermal power receiver heat loss | (kJ/hr-m2)","Field thermal power receiver total loss | (MWt)","Field thermal power total incident | (MWt)","Field thermal power total produced | (MWt)","Resource Pressure | (mbar)","Resource Solar Azimuth | (deg)","Resource Solar Zenith | (deg)","Resource Wet bulb temperature | (C)","Resource Wind Speed | (m/s)","Resource Dry bulb temperature | (C)","Resource Beam normal irradiance | (W/m2)","System power generated | (kW)","Cycle electrical power output (gross) | (MWe)","Cycle electrical power output (gross, solar share) | (MWe)","Cycle electrical power output (net) | (MWe)","Cycle thermal energy dumped - TES is full | (MWt)","Cycle thermal energy dumped - min. load requirement | (MWt)","Cycle thermal energy dumped - solar field | (MWt)","Cycle thermal power input | (MWt)","Field collector cosine efficiency","Parasitic power total consumption | (MWe)","Parasitic power solar field HTF pump | (MWe)","Parasitic power generation-dependent load | (MWe)","Parasitic power freeze protection pump | (MWe)","Parasitic power fixed load | (MWe)","Parasitic power field collector drives | (MWe)","Parasitic power condenser operation | (MWe)","Parasitic power auxiliary heater operation | (MWe)","Parasitic power - online total | (MWe)","Parasitic power - offline total | (MWe)"
"Mar 12, 12:00 pm",653.296,293,393,653.484,1,0.923471,0.991785,1,41.8293,0.463701,-18.1243,177.75,256.427,4.67228,34.4082,13.5018,344.135,159.576,996,160.834,44.0442,5.40938,0.8,10.8,877,50245,55.4094,55.4094,52.3385,0,0,19.5866,139.989,0.745135,3.07087,0.444257,1.33347,0,0.2893,0.104378,0.89946,0,3.07087,0
"Mar 12, 01:00 pm",619.199,293,393,628.135,1,0.915162,0.991635,1,43.152,0.447666,2.48142,169.292,246.48,4.60652,34.2468,13.4384,337.856,151.247,996,182.644,42.3437,6.24063,0.6,12.1,861,50284.5,55.4094,55.4094,52.3797,0,0,11.2579,139.989,0.729542,3.02971,0.403101,1.33347,0,0.2893,0.104378,0.89946,0,3.02971,0
"Mar 12, 02:00 pm",637.776,293,393,635.51,1,0.928836,0.991885,1,40.9169,0.472062,22.7511,173.883,249.374,4.56638,34.4847,13.5318,330.008,155.784,996,204.046,45.0313,6.41562,1.3,12.9,841,50263.2,55.4094,55.4094,52.3575,0,0,15.7954,139.989,0.75566,3.05191,0.425298,1.33347,0,0.2893,0.104378,0.89946,0,3.05191,0
"Mar 12, 03:00 pm",427.484,293,393,435.209,1,0.954488,0.992408,1,35.7124,0.496458,40.8303,122.431,170.776,4.55139,34.3056,13.4615,210.326,104.418,996,222.286,51.4031,6.40312,1.8,13.2,536,36424,40.5846,40.5846,37.9417,0,0,0,104.418,0.811958,2.64295,0.205421,1.14439,0,0.2893,0.104378,0.89946,0,2.64295,0
"Mar 12, 04:00 pm",641.932,293,393,605.723,1,0.979106,0.993033,1,28.4619,0.579958,56.3623,174.904,237.686,4.56138,34.5141,13.5433,270.364,156.8,996,236.931,60.2537,6.35938,1.4,13,689,50258.3,55.4094,55.4094,52.3524,0,0,16.8106,139.989,0.879134,3.05695,0.430338,1.33347,0,0.2893,0.104378,0.89946,0,3.05695,0
"Mar 12, 05:00 pm",500.509,293,393,490.712,1,0.996021,0.99487,0.972241,19.9382,0.596854,69.8778,140.4,192.555,4.61155,34.4889,13.5334,204.833,122.255,996,248.877,70.5791,5.82813,1.9,12,522,43374.7,47.9879,47.9879,45.182,0,0,0,122.255,0.940061,2.80592,0.273966,1.23882,0,0.2893,0.104378,0.89946,0,2.80592,0
"Mar 12, 06:00 pm",0,293,393,322.411,0.324824,1.00339,0.997355,0.576392,10.5927,0,78.2317,17.9402,126.514,4.68246,34.2695,13.4473,128.707,0,996,259.185,81.6825,5.44375,2,10.6,328,-355.488,0,0,-0.3703,0,0,0,0,0.982959,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 12, 07:00 pm",0,323.454,318.89,0,0,1.00101,0.999694,0,1.23906,0,0,0,0,3.73922,26.9775,10.586,0,0,996,268.758,92.7711,4.68125,1.7,8.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.999766,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 12, 08:00 pm",0,304.797,300.934,0,0,1.00367,0.997989,0,8.09286,0,0,0,0,3.03896,22.447,8.80819,0,0,996,278.396,104.357,4.64063,0.9,8,0,-355.488,0,0,-0.3703,0,0,0,0,0.990041,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 12, 09:00 pm",0,288.801,285.454,0,0,0.999605,0.995714,0,16.8621,0,0,0,0,2.52431,19.2078,7.53712,0,0,996,288.951,115.638,3.975,1,7.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.957006,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 12, 10:00 pm",0,274.874,271.936,0,0,0.988231,0.993538,0,24.5599,0,0,0,0,2.13638,16.6604,6.53754,0,0,996,301.513,126.146,3.44375,1,6.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.909527,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 12, 11:00 pm",0,262.501,259.873,0,0,0.97255,0.992847,0,30.7375,0,0,0,0,1.83464,14.7827,5.80073,0,0,996,317.531,135.122,2.93437,1.7,5.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.859518,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 12:00 am",0,251.452,249.097,0,0,0.959398,0.992519,0,34.5025,0,0,0,0,1.59928,13.1111,5.1448,0,0,996,338.347,141.32,2.16875,1.5,4.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.824101,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 01:00 am",0,241.554,239.44,0,0,0.955284,0.992426,0,35.5221,0,0,0,0,1.40411,11.6499,4.57142,0,0,996,3.07281,143.202,1.88125,0.9,3.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.813891,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 02:00 am",0,232.604,230.69,0,0,0.962237,0.992586,0,33.7604,0,0,0,0,1.24813,10.445,4.09864,0,0,996,27.1376,140.124,1.49375,0.5,2.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.831369,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 03:00 am",0,224.293,222.513,0,0,0.976521,0.992957,0,29.4,0,0,0,0,1.11584,9.68481,3.80032,0,0,996,46.7009,133.088,1.05,1.4,2.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.871214,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 04:00 am",0,216.632,214.998,0,0,0.991367,0.994024,0,22.9083,0,0,0,0,1.00317,8.82564,3.46318,0,0,996,61.7041,123.629,0.4375,1.1,2,0,-355.488,0,0,-0.3703,0,0,0,0,0.921129,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 05:00 am",0,209.564,208.061,0,0,1.00127,0.996233,0,14.9148,0,0,0,0,0.908972,8.05033,3.15895,0,0,996,73.6348,112.863,-0.196875,0.7,1.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.96631,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 06:00 am",0,202.969,201.573,0,0,1.00338,0.998515,0,5.99486,0,0,0,0,0.82676,7.44105,2.91987,0,0,996,83.8567,101.455,0.15,0.7,1.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.994531,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 07:00 am",0,196.76,195.452,0,0,1.00238,0.999164,0,3.38206,0,0,0,0,0.755299,6.93998,2.72325,0,0,996,93.3826,89.7358,-0.10625,0.9,1.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.998258,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 08:00 am",0,190.976,189.768,0,0.56616,1.00262,0.996814,0.648909,12.6975,0,-76.7257,0,0,0.669798,6.41688,2.51798,0,0,996,103.034,78.8005,1.43438,1,3.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.975544,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 09:00 am",424.518,293,393,728.389,1,0.993097,0.994317,1,21.8927,0.632977,-66.7315,213.606,285.82,4.91041,34.9558,13.7167,308.034,103.694,996,113.626,67.7947,3.075,1.5,6.2,785,28260,31.968,31.968,29.4375,0,0,0,83.719,0.927884,2.53044,0.202813,1.03449,0,0.2893,0.104378,0.89946,0,2.53044,0
"Mar 13, 10:00 am",816.251,293,393,758.366,1,0.974341,0.992896,1,30.1483,0.579364,-52.7745,217.885,297.583,4.78511,34.9657,13.7205,344.135,199.379,996,126.108,57.7075,3.99063,1.7,8.6,877,50032.1,55.4094,55.4094,52.1168,0,0,59.3902,139.989,0.864728,3.29257,0.665961,1.33347,0,0.2893,0.104378,0.89946,0,3.29257,0
"Mar 13, 11:00 am",784.208,293,393,750.413,1,0.949084,0.99229,1,36.9499,0.519868,-36.631,209.883,294.462,4.67228,34.8065,13.6581,368.464,191.552,996,141.577,49.2944,5.175,1.5,10.8,939,50077.1,55.4094,55.4094,52.1637,0,0,51.5633,139.989,0.799162,3.24571,0.619098,1.33347,0,0.2893,0.104378,0.89946,0,3.24571,0
"Mar 13, 12:00 pm",661.976,293,393,659.561,1,0.92572,0.991827,1,41.4528,0.46826,-17.9292,179.847,258.812,4.5814,34.5818,13.5699,345.312,161.696,996,160.785,43.646,5.95938,1.5,12.6,880,50234.6,55.4094,55.4094,52.3277,0,0,21.7067,139.989,0.749501,3.08163,0.455023,1.33347,0,0.2893,0.104378,0.89946,0,3.08163,0
"Mar 13, 01:00 pm",627.833,293,393,634.439,1,0.917747,0.991681,1,42.7515,0.452333,2.56168,171.482,248.954,4.51656,34.6822,13.6093,339.034,153.356,996,182.768,41.9528,6.79062,2.3,13.9,864,50274.6,55.4094,55.4094,52.3694,0,0,13.3669,139.989,0.734305,3.03996,0.413351,1.33347,0,0.2893,0.104378,0.89946,0,3.03996,0
"Mar 13, 02:00 pm",645.7,293,393,640.912,1,0.931129,0.991929,1,40.5116,0.476794,22.7102,175.801,251.494,4.47207,34.6809,13.6088,330.793,157.72,996,204.316,44.6799,7.22188,2.3,14.8,843,50253.9,55.4094,55.4094,52.3478,0,0,17.7312,139.989,0.760275,3.06154,0.434932,1.33347,0,0.2893,0.104378,0.89946,0,3.06154,0
"Mar 13, 03:00 pm",484.483,293,393,483.854,1,0.956122,0.992445,1,35.3193,0.50857,40.7017,136.354,189.864,4.45239,34.5579,13.5605,232.693,118.341,996,222.625,51.1038,7.3875,2.9,15.2,593,41845.7,46.3586,46.3586,43.5892,0,0,0,118.341,0.815943,2.76939,0.258212,1.21804,0,0.2893,0.104378,0.89946,0,2.76939,0
"Mar 13, 04:00 pm",669.121,293,393,628.15,1,0.980094,0.993063,1,28.087,0.584995,56.1865,181.569,246.486,4.46222,34.8254,13.6655,279.389,163.441,996,237.287,60.0002,7.34375,2.9,15,712,50226,55.4094,55.4094,52.3188,0,0,23.452,139.989,0.882233,3.09059,0.463973,1.33347,0,0.2893,0.104378,0.89946,0,3.09059,0
"Mar 13, 05:00 pm",507.625,293,393,491.82,1,0.996503,0.99497,0.981312,19.5785,0.60534,69.6818,142.113,192.99,4.50665,34.6918,13.6131,204.833,123.994,996,249.23,70.3583,7.06875,3.2,14.1,522,44055.2,48.7131,48.7131,45.8908,0,0,0,123.994,0.942183,2.8223,0.28109,1.24807,0,0.2893,0.104378,0.89946,0,2.8223,0
"Mar 13, 06:00 pm",5.89324,293,393,330.641,0.34157,1.00347,0.997444,0.581567,10.2468,0.010918,78.1245,19.5236,129.744,4.5814,34.4106,13.5027,131.846,1.4395,996,259.534,81.4828,6.74063,2.9,12.6,336,-355.488,0,0,-0.3703,0,1.4395,0,0,0.984051,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 07:00 pm",0,323.412,318.84,0,0,1.00074,0.99978,0,0.890168,0,0,0,0,3.65147,27.2764,10.7033,0,0,996,269.108,92.5762,5.97812,3.7,10.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.999879,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 08:00 pm",0,304.482,300.557,0,0,1.00367,0.9979,0,8.44656,0,0,0,0,2.95288,23.1452,9.08217,0,0,996,278.755,104.157,6.09375,6,10,0,-355.488,0,0,-0.3703,0,0,0,0,0.989153,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 09:00 pm",0,288.292,284.906,0,0,0.999243,0.995615,0,17.2262,0,0,0,0,2.44693,19.6812,7.72289,0,0,996,289.325,115.421,5.5625,4.9,9,0,-355.488,0,0,-0.3703,0,0,0,0,0.955143,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 10:00 pm",0,274.104,271.11,0,0,0.987455,0.993424,0,24.938,0,0,0,0,2.05817,17.2599,6.77278,0,0,996,301.902,125.896,5.05313,6.9,8.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.906764,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 13, 11:00 pm",0,261.64,258.997,0,0,0.971314,0.992814,0,31.1313,0,0,0,0,1.76371,15.0498,5.90554,0,0,996,317.909,134.823,4.7,5.3,7.2,0,-355.488,0,0,-0.3703,0,0,0,0,0.855984,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 12:00 am",0,250.457,248.074,0,0,0.957803,0.992483,0,34.9053,0,0,0,0,1.53069,13.4714,5.28619,0,0,996,338.635,140.962,4.19063,6.3,6.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.820099,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 01:00 am",0,240.46,238.327,0,0,0.953611,0.992388,0,35.9195,0,0,0,0,1.34473,11.9138,4.67496,0,0,996,3.16137,142.806,3.78125,4.2,5.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.809842,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 02:00 am",0,231.258,229.289,0,0,0.960828,0.992553,0,34.133,0,0,0,0,1.19155,10.953,4.29794,0,0,996,27.0206,139.731,3.45,6.3,4.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.827738,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 03:00 am",0,222.73,220.909,0,0,0.975548,0.99293,0,29.7384,0,0,0,0,1.06614,10.0753,3.95355,0,0,996,46.4737,132.723,2.78437,7.7,3.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.868299,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 04:00 am",0,214.959,213.307,0,0,0.990816,0.993935,0,23.2147,0,0,0,0,0.958219,9.03977,3.54721,0,0,996,61.4407,123.294,2.30625,4.9,3.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.919034,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 05:00 am",0,207.881,206.381,0,0,1.00106,0.996159,0,15.1965,0,0,0,0,0.868104,8.1123,3.18327,0,0,996,73.366,112.548,2.0625,2.5,3,0,-355.488,0,0,-0.3703,0,0,0,0,0.965032,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 06:00 am",0,201.296,199.905,0,0,1.00344,0.998448,0,6.26137,0,0,0,0,0.790956,7.47405,2.93282,0,0,996,83.5912,101.151,2.30938,2.2,2.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.994035,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 07:00 am",0,195.136,193.842,0,0,1.00224,0.999229,0,3.12084,0,0,0,0,0.723335,6.90717,2.71037,0,0,996,93.1211,89.5072,2.52187,1.9,2.6,0,-355.488,0,0,-0.3703,0,0,0,0,0.998517,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 08:00 am",0,293,393,29.2959,0.591978,1.00274,0.996881,0.65669,12.438,0,-76.5635,3.38094,11.4957,4.97926,33.9757,13.3321,11.772,0,996,102.777,78.4921,4.50938,2.2,4.9,30,-355.488,0,0,-0.3703,0,0,0,0,0.97653,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 09:00 am",798.56,293,393,728.892,1,0.993551,0.994398,1,21.6106,0.634043,-66.4205,213.868,286.017,4.85269,35.5697,13.9576,307.642,195.058,996,113.375,67.4688,5.1125,4.9,7.3,784,50057.1,55.4094,55.4094,52.1429,0,0,35.0943,139.989,0.929709,3.2665,0.63989,1.33347,0,0.2893,0.104378,0.89946,0,3.2665,0
"Mar 14, 10:00 am",754.933,293,393,706.08,1,0.975253,0.992922,1,29.8398,0.577313,-52.4723,203.057,277.066,4.72845,35.4927,13.9273,319.414,184.402,996,125.879,57.3572,5.6375,5.3,9.7,814,50116.9,55.4094,55.4094,52.2051,0,0,44.4127,139.989,0.86742,3.20429,0.577682,1.33347,0,0.2893,0.104378,0.89946,0,3.20429,0
"Mar 14, 11:00 am",704.752,293,393,680.727,1,0.950621,0.992323,1,36.607,0.51733,-36.362,190.707,267.117,4.62163,35.5282,13.9413,332.755,172.144,996,141.406,48.9157,6.8,6.6,11.8,848,50182,55.4094,55.4094,52.273,0,0,32.1553,139.989,0.802745,3.13641,0.509794,1.33347,0,0.2893,0.104378,0.89946,0,3.13641,0
"Mar 14, 12:00 pm",667.719,293,393,664.14,1,0.927926,0.991868,1,41.0752,0.471786,-17.7343,181.535,260.608,4.53644,35.4221,13.8996,345.704,163.099,996,160.737,43.2471,7.75781,6.6,13.5,881,50227.7,55.4094,55.4094,52.3205,0,0,23.1096,139.989,0.753848,3.08882,0.462211,1.33347,0,0.2893,0.104378,0.89946,0,3.08882,0
"Mar 14, 01:00 pm",620.665,293,393,626.71,1,0.920278,0.991727,1,42.3498,0.455605,2.64245,169.868,245.921,4.47207,35.1446,13.7908,332.755,151.605,996,182.895,41.5616,7.925,5.3,14.8,848,50282.8,55.4094,55.4094,52.3779,0,0,11.616,139.989,0.739045,3.03145,0.404833,1.33347,0,0.2893,0.104378,0.89946,0,3.03145,0
"Mar 14, 02:00 pm",670.993,293,393,662.373,1,0.933374,0.991972,1,40.105,0.482311,22.6709,182.134,259.915,4.42789,35.1879,13.8077,339.818,163.898,996,204.591,44.3291,8.5125,5.3,15.7,866,50223.8,55.4094,55.4094,52.3164,0,0,23.9091,139.989,0.764865,3.09294,0.466331,1.33347,0,0.2893,0.104378,0.89946,0,3.09294,0
"Mar 14, 03:00 pm",473.245,293,393,473.083,1,0.957724,0.992481,1,34.925,0.510549,40.5751,133.547,185.638,4.41323,34.4994,13.5376,226.415,115.596,996,222.97,50.8058,8.73438,2.8,16,577,40775.6,45.2186,45.2186,42.4745,0,0,0,115.596,0.819902,2.74404,0.247403,1.2035,0,0.2893,0.104378,0.89946,0,2.74404,0
"Mar 14, 04:00 pm",681.09,293,393,637.42,1,0.981061,0.993093,1,27.7109,0.588843,56.0125,184.436,250.124,4.423,34.7808,13.648,282.528,166.365,996,237.647,59.748,8.69063,2.7,15.8,720,50211.5,55.4094,55.4094,52.3036,0,0,26.3755,139.989,0.885305,3.10576,0.479145,1.33347,0,0.2893,0.104378,0.89946,0,3.10576,0
"Mar 14, 05:00 pm",457.241,293,393,444.754,1,0.996969,0.995071,0.990306,19.2176,0.604298,69.4873,129.765,174.521,4.48193,34.6492,13.5963,184.82,111.687,996,249.586,70.1386,8.27188,3.5,14.6,471,39253.4,43.5972,43.5972,40.8889,0,0,0,111.687,0.944275,2.7083,0.23235,1.18282,0,0.2893,0.104378,0.89946,0,2.7083,0
"Mar 14, 06:00 pm",1.95981,293,393,297.503,0.358247,1.00353,0.997532,0.586706,9.8997,0.00403956,78.018,18.5903,116.74,4.55139,34.557,13.5602,118.505,0.478708,996,259.884,81.2838,7.84844,4.2,13.2,302,-355.488,0,0,-0.3703,0,0.478708,0,0,0.98511,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 07:00 pm",0,323.508,318.958,0,0,1.00046,0.999867,0,0.540172,0,0,0,0,3.63051,27.1548,10.6555,0,0,996,269.459,92.3818,6.89063,2.9,11.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.999956,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 08:00 pm",0,304.718,300.823,0,0,1.00366,0.99781,0,8.80125,0,0,0,0,2.93659,22.9588,9.00904,0,0,996,279.114,103.958,7.18437,4.2,10.7,0,-355.488,0,0,-0.3703,0,0,0,0,0.988225,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 09:00 pm",0,288.602,285.23,0,0,0.998864,0.995516,0,17.5912,0,0,0,0,2.42861,19.6316,7.70346,0,0,996,289.699,115.203,6.775,4.2,9.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.953237,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 10:00 pm",0,274.48,271.5,0,0,0.986655,0.99331,0,25.317,0,0,0,0,2.04124,17.2106,6.75344,0,0,996,302.289,125.645,6.20938,6,9.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.903955,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 14, 11:00 pm",0,262.073,259.443,0,0,0.970044,0.992781,0,31.5261,0,0,0,0,1.74771,15.0143,5.89161,0,0,996,318.285,134.522,5.64375,4.6,8.3,0,-355.488,0,0,-0.3703,0,0,0,0,0.852402,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 15, 12:00 am",0,250.925,248.547,0,0,0.956165,0.992445,0,35.3091,0,0,0,0,1.51497,13.4768,5.2883,0,0,996,338.92,140.603,5.39063,6,7.5,0,-355.488,0,0,-0.3703,0,0,0,0,0.816046,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 15, 01:00 am",0,240.955,238.828,0,0,0.951894,0.992351,0,36.3178,0,0,0,0,1.32541,11.9353,4.68339,0,0,996,3.25012,142.408,5.4375,4.2,7,0,-355.488,0,0,-0.3703,0,0,0,0,0.805745,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 15, 02:00 am",0,231.853,229.906,0,0,0.959384,0.992519,0,34.506,0,0,0,0,1.1726,10.8573,4.26039,0,0,996,26.907,139.337,5.07188,4.9,6.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.824067,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 15, 03:00 am",0,223.374,221.56,0,0,0.974554,0.992902,0,30.0768,0,0,0,0,1.04499,10.0864,3.95791,0,0,996,46.2501,132.357,5.01875,7.7,5.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.865354,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 15, 04:00 am",0,215.48,213.798,0,0,0.990252,0.993845,0,23.5207,0,0,0,0,0.935756,9.31402,3.65482,0,0,996,61.18,122.957,4.775,9.1,5.4,0,-355.488,0,0,-0.3703,0,0,0,0,0.916916,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 15, 05:00 am",0,208.242,206.708,0,0,1.00083,0.996084,0,15.4778,0,0,0,0,0.8457,8.40855,3.29951,0,0,996,73.0989,112.231,4.86562,6.3,5.1,0,-355.488,0,0,-0.3703,0,0,0,0,0.963734,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 15, 06:00 am",0,201.518,200.098,0,0,1.0035,0.998382,0,6.52741,0,0,0,0,0.767887,7.73121,3.03373,0,0,996,83.3266,100.845,4.86094,5.7,4.9,0,-355.488,0,0,-0.3703,0,0,0,0,0.993518,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 15, 07:00 am",0,195.311,194.01,0,0,1.00209,0.999294,0,2.85986,0,0,0,0,0.702001,7.0162,2.75316,0,0,996,92.8599,89.2658,4.64375,3.5,4.8,0,-355.488,0,0,-0.3703,0,0,0,0,0.998755,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 15, 08:00 am",0,204.493,210.968,90.9071,0.61792,1.00285,0.996948,0.664479,12.1784,0.192639,-76.4011,11.0829,35.6719,0.83436,8.2023,3.21858,36.4932,0,996,102.519,78.1827,5.73125,3.2,6.2,93,-355.488,0,0,-0.3703,0,0,0,0,0.977495,0.3703,0,0,0.081,0.2893,0,0,0,0,0.3703
"Mar 15, 09:00 am",310.448,293,393,599.895,1,0.993995,0.994479,1,21.328,0.623651,-66.1088,176.111,235.399,4.78511,34.9805,13.7263,252.706,75.8308,996,113.124,67.1422,7.0375,2.9,8.6,644,17666.6,20.244,20.244,18.4028,0,0,0,55.8561,0.931513,1.84126,0.112894,0.884961,0,0.2893,0.104378,0.44973,0,1.84126,0
"Mar 15, 10:00 am",808.714,293,393,750.89,1,0.976148,0.992947,1,29.5305,0.583326,-52.17,216.148,294.649,4.6672,35.5317,13.9426,338.641,197.538,996,125.648,57.0062,7.93125,5.3,10.9,863,50042.8,55.4094,55.4094,52.128,0,0,57.5492,139.989,0.870093,3.28141,0.654794,1.33347,0,0.2893,0.104378,0.89946,0,3.28141,0
"Mar 15, 11:00 am",611.036,293,393,597.475,1,0.952132,0.992356,1,36.2631,0.513305,-36.0933,167.655,234.449,4.57138,35.2471,13.831,290.768,149.253,996,141.234,48.5363,8.58125,5.7,12.8,741,50293.7,55.4094,55.4094,52.3892,0,0,9.26399,139.989,0.806309,3.02013,0.393517,1.33347,0,0.2893,0.104378,0.89946,0,3.02013,0
"Mar 15, 12:00 pm",351.026,293,393,379.087,1,0.930089,0.991909,1,40.6965,0.437015,-17.5398,103.865,148.754,4.5116,34.6859,13.6107,196.2,85.7424,996,160.689,42.8476,8.72656,4.6,14,500,29120,32.8143,32.8143,30.3334,0,0,0,85.7424,0.758174,2.48098,0.142557,1.04529,0,0.2893,0.104378,0.89946,0,2.48098,0
"Mar 15, 01:00 pm",126.895,293,393,179.99,1,0.922757,0.991772,1,41.9471,0.326406,2.72362,48.9194,70.6282,4.49675,34.2174,13.4269,94.9608,30.9958,996,183.027,41.1702,8.9875,3.7,14.3,242,7976.81,9.91658,9.91658,8.30917,0,0,0,30.9958,0.743762,1.60741,0.0107597,0.753241,0,0.2893,0.104378,0.44973,0,1.60741,0
"Mar 15, 02:00 pm",458.224,293,393,472.429,1,0.935571,0.992015,1,39.6975,0.464554,22.633,130.216,185.381,4.4573,35.2494,13.8319,240.934,111.927,996,204.871,43.9789,9.39688,8.1,15.1,614,39346.8,43.6967,43.6967,40.9862,0,0,0,111.927,0.769428,2.71049,0.233263,1.18409,0,0.2893,0.104378,0.89946,0,2.71049,0
"Mar 15, 03:00 pm",375.802,293,393,388.849,1,0.959292,0.992517,1,34.5297,0.495615,40.4503,109.952,152.584,4.43278,34.9769,13.7249,185.213,91.7942,996,223.318,50.509,9.19375,6.9,15.6,472,31495.1,35.3399,35.3399,32.8074,0,0,0,91.7942,0.823833,2.53257,0.161931,1.0775,0,0.2893,0.104378,0.89946,0,2.53257,0
