date;DNI;DryBulb;Pressure;Wspd;SB.NO.a.mf;SB.NO.a.tin;SB.NO.a.tout;NetPower;AuxPower;GrossPower;SB.NO.a.pin;SB.NO.a.pout;NoGeneration [kW];SF.a.pwr(2);Cycle thermal energy dumped - solar field | (MWt);Parasitic power total consumption | (MWe)
05/10/2007 8:00;749;14,7;995;2,2;679,894;293;393;52,3051;3,10423;55,4094;11,52973772;10,64362973;;;;
05/10/2007 9:00;838;17,2;995;4;724,831;293;393;52,2463;3,1631;55,4094;13,1593224;11,73608723;;;;
05/10/2007 10:00;892;19,2;995;4,2;682,989;293;393;52,3012;3,10818;55,4094;18,10150988;15,13103883;;;;
05/10/2007 11:00;913;20,9;995;4,8;639,076;293;393;52,3559;3,05348;55,4094;21,87198934;17,74485568;;;;
05/10/2007 12:00;931;22,2;995;3,8;651,85;293;393;52,3403;3,06909;55,4094;21,53188228;17,88195456;;;;
05/10/2007 13:00;927;22,9;995;4,4;708,867;293;393;52,2675;3,14183;55,4094;21,39330686;17,7245142;;;;
05/10/2007 14:00;905;23,1;995;5,2;784,056;293;393;52,1639;3,24549;55,4094;21,3122829;17,6142866;;;;
05/10/2007 15:00;837;22,6;995;6,2;810,89;293;393;52,1247;3,28462;55,4094;21,14813811;17,38528283;;;;
05/10/2007 16:00;689;21,4;995;8,5;428,559;293;393;38,0482;2,64529;40,6935;20,40052186;16,9640162;;;;
05/10/2007 17:00;253;19,7;995;7,7;204;323,556;319,017;-0,3703;0,3703;0;19,95224942;16,54948171;;;;
05/10/2007 18:00;0,00E+00;18,7;995;6,7;204;305,076;301,253;-0,3703;0,3703;0;17,26723323;14,84856355;;;;
05/10/2007 19:00;0;17,7;995;3,8;204;289,378;286,096;-0,3703;0,3703;0;13,41761082;12,57838171;;;;
05/10/2007 20:00;0;16,6;995;3,3;204;275,73;272,85;-0,3703;0,3703;0;12,32843392;11,8066847;;;;
05/10/2007 21:00;0;15,6;995;2,6;204;263,705;261,15;-0,3703;0,3703;0;11,81856597;11,32025664;;;;
05/10/2007 22:00;0,00E+00;14,6;995;2,2;204;252,974;250,683;-0,3703;0,3703;0;11,7079072;11,19471185;;;;
05/10/2007 23:00;0,00E+00;13,6;995;2;204;243,288;241,214;-0,3703;0,3703;0;11,59883184;11,098061;;;;
06/10/2007 0:00;0;12,8;995;1,9;204;234,467;232,576;-0,3703;0,3703;0;11,5026371;10,97774062;;;;
06/10/2007 1:00;0;11,9;995;3,1;204;226,279;224,522;-0,3703;0,3703;0;11,43460984;10,89086346;;;;
06/10/2007 2:00;0;11;995;3,7;204;218,648;217,016;-0,3703;0,3703;0;11,37318172;10,80480803;;;;
06/10/2007 3:00;0;10,6;995;4;204;211,54;210,025;-0,3703;0,3703;0;11,26090327;10,71454625;;;;
06/10/2007 4:00;0;10,1;995;2;204;205,011;203,626;-0,3703;0,3703;0;11,16144727;10,60569926;;;;
06/10/2007 5:00;0;9,8;995;1,9;204;198,899;197,607;-0,3703;0,3703;0;11,10629958;10,56618175;;;;
06/10/2007 6:00;0;9,7;995;1,5;204;193,167;191,965;-0,3703;0,3703;0;10,97343605;10,41188459;;;;
06/10/2007 7:00;569;12,2;995;1,9;204;288,434;358,12;-0,3703;0,3703;0;10,55575367;9,980373;;;;
06/10/2007 8:00;752;14,7;995;2,9;669,093;293;393;52,3188;3,09055;55,4094;11,31816666;10,24191946;;;;
06/10/2007 9:00;837;17,1;995;3,7;719,04;293;393;52,254;3,15534;55,4094;12,86073947;11,36486521;;;;
06/10/2007 10:00;891;19,2;995;4,4;675,75;293;393;52,3104;3,09896;55,4094;17,90974046;15,04726643;;;;
06/10/2007 11:00;917;20,9;995;6,2;634,782;293;393;52,3611;3,0483;55,4094;21,64986432;17,40637884;;;;
06/10/2007 12:00;927;22;995;6,7;641,171;293;393;52,3533;3,05603;55,4094;19,53978905;16,65299931;;;;
06/10/2007 13:00;919;22,7;995;7,7;695,621;293;393;52,2849;3,12448;55,4094;18,40398038;15,72664475;;;;
06/10/2007 14:00;890;22,8;995;7,1;765,123;293;393;52,1908;3,21856;55,4094;19,38089486;16,42914937;;;;
06/10/2007 15:00;809;22,3;995;6,4;778,52;293;393;52,1718;3,23756;55,4094;20,72002327;17,1928265;;;;
06/10/2007 16:00;637;21,1;995;5,2;371,595;293;393;32,3879;2,52375;34,9117;22,17591087;18,1397986;;;;
06/10/2007 17:00;210;19,4;995;6,7;204;323,615;319,09;-0,3703;0,3703;0;22,1266445;17,9949618;;;;
06/10/2007 18:00;0,00E+00;18,7;995;6,7;204;305,133;301,307;-0,3703;0,3703;0;19,34092357;16,09346347;;;;
06/10/2007 19:00;0;18;995;6,2;204;289,311;286;-0,3703;0,3703;0;14,46697746;13,08176328;;;;
06/10/2007 20:00;0;17,3;995;4,6;204;275,613;272,725;-0,3703;0,3703;0;12,49957851;11,98880773;;;;
06/10/2007 21:00;0;16,6;995;4,6;204;263,517;260,948;-0,3703;0,3703;0;12,28966672;11,60337796;;;;
06/10/2007 22:00;0;16;995;5;204;252,687;250,376;-0,3703;0,3703;0;12,17696837;11,47096849;;;;
06/10/2007 23:00;0;15,3;995;4,6;204;242,925;240,836;-0,3703;0,3703;0;12,06745035;11,36612535;;;;
07/10/2007 0:00;0;15;995;5,4;204;234,009;232,098;-0,3703;0,3703;0;11,99952925;11,29621314;;;;
07/10/2007 1:00;0;14,7;995;5,4;204;225,833;224,082;-0,3703;0,3703;0;11,94284095;11,21050762;;;;
07/10/2007 2:00;0;14,4;995;4,2;204;218,334;216,731;-0,3703;0,3703;0;11,83998367;11,11350154;;;;
07/10/2007 3:00;0;14,2;995;2,7;204;211,456;209,99;-0,3703;0,3703;0;11,73573815;11,0244183;;;;
07/10/2007 4:00;0;14,1;995;2,2;204;205,074;203,719;-0,3703;0,3703;0;11,68234764;10,94359765;;;;
07/10/2007 5:00;0;14;995;2,9;204;199,048;197,773;-0,3703;0,3703;0;11,60753569;10,85873402;;;;
07/10/2007 6:00;0;14,1;995;3,3;204;193,347;192,149;-0,3703;0,3703;0;11,54086024;10,80168673;;;;
07/10/2007 7:00;487;16,4;995;4;204;274,317;332,624;-0,3703;0,3703;0;11,52679083;10,74959919;;;;
07/10/2007 8:00;555;18,3;995;4,4;407,895;293;393;27,7723;2,49438;30,2666;11,62733477;10,42729314;;;;
07/10/2007 9:00;378;20,1;995;5;283,318;293;393;23,9758;1,89462;25,8704;12,20867237;10,91906482;;;;
07/10/2007 10:00;77;20,5;995;5,9;204;293;393;-0,3703;0,3703;0;14,06301503;12,26251155;;;;
07/10/2007 11:00;232;21,8;995;4,8;204;293;393;6,25331;1,5723;7,82561;15,84948701;13,92626671;;;;
07/10/2007 12:00;106;22,1;995;4,8;204;293;393;-0,366625;0,366625;0;20,94591266;17,01555908;;;;
07/10/2007 13:00;0;21,1;995;5,4;204;323,923;319,47;-0,3703;0,3703;0;21,9472005;17,864864;;;;
07/10/2007 14:00;0;20,6;995;5,2;204;305,612;301,818;-0,3703;0,3703;0;22,3605615;18,22375125;;;;
07/10/2007 15:00;0;19,9;995;5,9;204;289,857;286,558;-0,3703;0,3703;0;22,58272933;18,480099;;;;
07/10/2007 16:00;0;19,1;995;6,7;204;276,085;273,178;-0,3703;0,3703;0;21,88222381;18,33151868;;;;
07/10/2007 17:00;6;18,3;995;7,1;204;263,888;261,297;-0,3703;0,3703;0;21,06181585;17,80146471;;;;
07/10/2007 18:00;0;17,8;995;5,9;204;253,048;250,736;-0,3703;0,3703;0;20,13816978;16,93870884;;;;
07/10/2007 19:00;0;17,2;995;6,4;204;243,249;241,151;-0,3703;0,3703;0;15,76064021;13,92129456;;;;
07/10/2007 20:00;0;16,7;995;6,7;204;234,314;232,4;-0,3703;0,3703;0;12,74355204;11,90709694;;;;
07/10/2007 21:00;0;16,1;995;5,4;204;226,167;224,423;-0,3703;0,3703;0;11,89240703;11,12674254;;;;
07/10/2007 22:00;0;15,3;995;6,2;204;218,593;216,972;-0,3703;0,3703;0;12,09901492;11,39430538;;;;
07/10/2007 23:00;0;15;995;5,6;204;211,577;210,082;-0,3703;0,3703;0;12,02056607;11,26919118;;;;
08/10/2007 0:00;0;14,3;995;4;204;205,083;203,705;-0,3703;0,3703;0;11,93320361;11,145139;;;;
08/10/2007 1:00;0;13,5;995;5;204;198,93;197,629;-0,3703;0,3703;0;11,84756214;11,10942552;;;;
08/10/2007 2:00;0;12,7;995;6,4;204;193,05;191,815;-0,3703;0,3703;0;11,78109473;11,01112633;;;;
08/10/2007 3:00;0;12,3;995;6,4;204;187,47;186,308;-0,3703;0,3703;0;11,7150992;10,94988758;;;;
08/10/2007 4:00;0;11,8;995;5,4;204;182,193;181,103;-0,3703;0,3703;0;11,54335908;10,82150923;;;;
08/10/2007 5:00;0;11,5;995;6,2;204;177,132;176,095;-0,3703;0,3703;0;11,46603369;10,72478186;;;;
08/10/2007 6:00;0;11,5;995;5,9;204;172,301;171,323;-0,3703;0,3703;0;11,40648202;10,65295164;;;;
08/10/2007 7:00;28;12,9;995;6,4;204;174,186;175,673;-0,3703;0,3703;0;11,29660961;10,43149581;;;;
08/10/2007 8:00;98;14,4;995;5,6;204;204,105;223,082;-0,3703;0,3703;0;11,64124471;10,66781636;;;;
08/10/2007 9:00;138;15,9;995;7,1;204;245,432;267,686;-0,3703;0,3703;0;13,66187455;12,28222472;;;;
08/10/2007 10:00;147;17,1;995;8;204;280,385;298,148;-0,3703;0,3703;0;18,21936872;15,28066404;;;;
08/10/2007 11:00;812;19,3;995;8,2;400,868;293;393;27,067;2,47925;29,5463;22,33172233;18,4714473;;;;
08/10/2007 12:00;577;20,5;995;7,1;362,969;293;393;31,5271;2,50574;34,0329;21,52209119;18,06605179;;;;
08/10/2007 13:00;104;20,9;995;7,1;204;293;393;-0,367567;0,367567;0;21,15359229;17,69610267;;;;
08/10/2007 14:00;64;20,6;995;9;204;293;393;-0,3703;0,3703;0;21,21146391;17,71005431;;;;
08/10/2007 15:00;159;20,1;995;8,3;204;293;393;-0,391512;0,391512;0;20,1488544;16,95849977;;;;
08/10/2007 16:00;89;19,1;995;8,3;204;293;393;-0,3703;0,3703;0;16,74994152;14,19606545;;;;
08/10/2007 17:00;0;17,9;995;9,3;204;323,545;319,003;-0,3703;0,3703;0;19,20002387;16,12957226;;;;
08/10/2007 18:00;0,00E+00;17,3;995;7,7;204;304,941;301,089;-0,3703;0,3703;0;18,66354794;16,02629157;;;;
08/10/2007 19:00;0;16,7;995;6,2;204;289,064;285,743;-0,3703;0,3703;0;14,03597281;12,98131408;;;;
08/10/2007 20:00;0;16,1;995;4;204;275,366;272,479;-0,3703;0,3703;0;12,03602122;11,38999757;;;;
08/10/2007 21:00;0;15,4;995;4;204;263,275;260,706;-0,3703;0,3703;0;12,4410131;11,71363949;;;;
08/10/2007 22:00;0;14,8;995;4;204;252,469;250,163;-0,3703;0,3703;0;12,323877;11,65215606;;;;
08/10/2007 23:00;0;14,2;995;3,5;204;242,743;240,662;-0,3703;0,3703;0;12,24618991;11,46367379;;;;
09/10/2007 0:00;0;13,7;995;3,5;204;233,89;231,993;-0,3703;0,3703;0;12,12737737;11,39056366;;;;
09/10/2007 1:00;0;13,2;995;3,1;204;225,79;224,055;-0,3703;0,3703;0;12,0333981;11,31715503;;;;
09/10/2007 2:00;0;12,7;995;3,5;204;218,275;216,667;-0,3703;0,3703;0;11,943817;11,19949951;;;;
09/10/2007 3:00;0;12,5;995;4,2;204;211,26;209,763;-0,3703;0,3703;0;11,88865038;11,13381748;;;;
09/10/2007 4:00;0;12,2;995;5;204;204,667;203,267;-0,3703;0,3703;0;11,78934587;11,05769131;;;;
09/10/2007 5:00;0;12,1;995;5,2;204;198,472;197,164;-0,3703;0,3703;0;11,73918196;10,93885022;;;;
09/10/2007 6:00;0;12,1;995;3,1;204;192,731;191,529;-0,3703;0,3703;0;11,64944157;10,89750021;;;;
09/10/2007 7:00;526;14,4;995;3,1;204;274,983;334,235;-0,3703;0,3703;0;11,50109419;10,64890269;;;;
09/10/2007 8:00;364;15,8;995;2;206,872;293;393;8,0952;1,64318;9,73838;11,56761396;10,5540405;;;;
09/10/2007 9:00;338;17,6;995;2,2;241,894;293;393;19,7904;1,81433;21,6047;13,65774149;12,17473134;;;;
09/10/2007 10:00;221;18,6;995;2,9;204;293;393;6,58246;1,57788;8,16035;16,89870774;14,32830424;;;;
09/10/2007 11:00;381;20,1;995;4,4;213,026;293;393;16,8763;1,76001;18,6363;20,57705209;17,25401563;;;;
09/10/2007 12:00;821;21,5;995;4,6;541,583;293;393;49,2941;2,9018;52,1959;21,79280964;18,10519056;;;;
09/10/2007 13:00;731;22,4;995;4,4;525,339;293;393;47,6612;2,86348;50,5247;20,70680722;17,44678142;;;;
09/10/2007 14:00;173;21,9;995;4,2;204;293;393;4,6648;1,54556;6,21036;20,68054226;17,31274183;;;;
09/10/2007 15:00;4;20,8;995;5;204;323,925;319,473;-0,3703;0,3703;0;18,53457326;15,74702121;;;;
09/10/2007 16:00;0;19,6;995;4;204;305,63;301,84;-0,3703;0,3703;0;16,70083716;14,75235295;;;;
09/10/2007 17:00;0;18,5;995;5,2;204;289,84;286,533;-0,3703;0,3703;0;16,65583756;14,36785542;;;;
09/10/2007 18:00;0,00E+00;18,1;995;4,6;204;276,123;273,23;-0,3703;0,3703;0;15,10390222;13,50033776;;;;
09/10/2007 19:00;0;17,7;995;4,2;204;264,045;261,48;-0,3703;0,3703;0;13,1332841;12,4109915;;;;
09/10/2007 20:00;0;17,3;995;3,5;204;253,305;251,014;-0,3703;0,3703;0;11,87914797;11,27144792;;;;
09/10/2007 21:00;0;16,9;995;3,5;204;243,624;241,552;-0,3703;0,3703;0;11,72579677;11,0960337;;;;
09/10/2007 22:00;0;16,5;995;3,8;204;234,799;232,907;-0,3703;0,3703;0;11,62572991;11,0399141;;;;
09/10/2007 23:00;0;16,1;995;5;204;226,646;224,896;-0,3703;0,3703;0;11,52893153;10,90390863;;;;
10/10/2007 0:00;0;15,7;995;4;204;219,15;217,546;-0,3703;0,3703;0;11,40276819;10,82449661;;;;
10/10/2007 1:00;0;15,3;995;5,2;204;212,135;210,637;-0,3703;0,3703;0;11,35288733;10,73707497;;;;
10/10/2007 2:00;0;14,9;995;5;204;205,583;204,191;-0,3703;0,3703;0;11,2265873;10,61933382;;;;
10/10/2007 3:00;0;14,7;995;3,8;204;199,489;198,202;-0,3703;0,3703;0;11,1736578;10,53882754;;;;
10/10/2007 4:00;0;14,5;995;3,8;204;193,75;192,544;-0,3703;0,3703;0;11,10466697;10,48889884;;;;
10/10/2007 5:00;0;14,3;995;5;204;188,265;187,12;-0,3703;0,3703;0;11,00973365;10,39706833;;;;
10/10/2007 6:00;0;14,3;995;5,9;204;183,021;181,935;-0,3703;0,3703;0;10,95906719;10,30464163;;;;
10/10/2007 7:00;41;15,4;995;6,2;204;186,564;189,178;-0,3703;0,3703;0;10,88580082;10,23733859;;;;
10/10/2007 8:00;267;17,7;995;5,4;204;262,245;314,504;-0,3703;0,3703;0;11,36760956;10,48017441;;;;
10/10/2007 9:00;27;18,7;995;7,4;204;276,173;273,248;-0,3703;0,3703;0;13,48595348;12,08657646;;;;
10/10/2007 10:00;186;20,1;995;9;204;302,712;324,341;-0,3703;0,3703;0;18,28452255;15,23611159;;;;
10/10/2007 11:00;405;21,9;995;9,3;204;293;393;-0,414241;0,414241;0;22,20708989;18,34260373;;;;
10/10/2007 12:00;478;23,4;995;9;281,525;293;393;23,7948;1,89109;25,6859;21,28864833;18,1342595;;;;
10/10/2007 13:00;608;24,5;995;8,7;420,766;293;393;37,2758;2,62839;39,9042;21,03467411;17,69450067;;;;
10/10/2007 14:00;441;24,9;995;9,3;334,509;293;393;28,6787;2,44706;31,1258;21,35143969;17,770738;;;;
10/10/2007 15:00;222;24,4;995;9,6;204;293;393;11,4259;1,66174;13,0876;20,9687538;17,56773418;;;;
10/10/2007 16:00;109;23,4;995;9,3;204;293;393;-0,3703;0,3703;0;20,53991045;17,3553735;;;;
10/10/2007 17:00;0;22,1;995;12,2;204;323,682;319,173;-0,3703;0,3703;0;20,6068231;17,40081755;;;;
10/10/2007 18:00;0;21,5;995;11,4;204;305,156;301,318;-0,3703;0,3703;0;19,74160978;16,57305624;;;;
10/10/2007 19:00;0;21;995;10,2;204;289,308;285,993;-0,3703;0,3703;0;15,58456482;13,91202244;;;;
10/10/2007 20:00;0;20,4;995;9;204;275,555;272,655;-0,3703;0,3703;0;12,83156235;12,09024359;;;;
10/10/2007 21:00;0;19,8;995;6,7;204;263,502;260,944;-0,3703;0,3703;0;11,90944309;11,3863195;;;;
10/10/2007 22:00;0;19,3;995;8;204;252,687;250,378;-0,3703;0,3703;0;11,81382854;11,28613007;;;;
10/10/2007 23:00;0;18,7;995;6,7;204;242,968;240,889;-0,3703;0,3703;0;11,71671208;11,16661809;;;;
11/10/2007 0:00;0;18,1;995;5;204;234,193;232,313;-0,3703;0,3703;0;11,61674767;11,03911669;;;;
11/10/2007 1:00;0;17,4;995;4;204;226,185;224,468;-0,3703;0,3703;0;11,49695718;10,9212011;;;;
11/10/2007 2:00;0;16,8;995;5,2;204;218,718;217,118;-0,3703;0,3703;0;11,40307362;10,90022027;;;;
11/10/2007 3:00;0;16,5;995;3,1;204;211,874;210,415;-0,3703;0,3703;0;11,35903184;10,80077867;;;;
11/10/2007 4:00;0;16,1;995;1,4;204;205,594;204,26;-0,3703;0,3703;0;11,22946725;10,71302244;;;;
11/10/2007 5:00;0;15,9;995;2,2;204;199,651;198,391;-0,3703;0,3703;0;11,2036941;10,60877036;;;;
11/10/2007 6:00;0;15,7;995;1,7;204;194,069;192,895;-0,3703;0,3703;0;11,08981117;10,56890795;;;;
11/10/2007 7:00;1;16,1;995;2;204;188,781;187,677;-0,3703;0,3703;0;11,11451075;10,40014163;;;;
11/10/2007 8:00;48;17,8;995;2;204;200,278;208,143;-0,3703;0,3703;0;11,65560983;10,66175907;;;;
11/10/2007 9:00;152;20,1;995;1,9;204;240,523;265,621;-0,3703;0,3703;0;13,97306034;12,44584666;;;;
11/10/2007 10:00;270;22,3;995;3,1;204;300,243;336,169;-0,3703;0,3703;0;18,72204373;15,58581062;;;;
11/10/2007 11:00;320;24,1;995;4,2;204;293;393;-0,393122;0,393122;0;22,18083922;18,51187642;;;;
11/10/2007 12:00;270;25,2;995;5,6;204;293;393;8,30139;1,60728;9,90866;21,1557275;17,89263633;;;;
11/10/2007 13:00;194;25,6;995;5;204;293;393;-0,388597;0,388597;0;20,80538567;17,5146309;;;;
11/10/2007 14:00;244;25,8;995;5,9;204;293;393;10,8505;1,65161;12,5021;21,17388533;17,6353545;;;;
11/10/2007 15:00;188;25,5;995;7,7;204;293;393;7,95408;1,6013;9,55538;21,0111315;17,51986417;;;;
11/10/2007 16:00;38;24,4;995;7,1;204;324,004;319,57;-0,3703;0,3703;0;20,78554919;17,3951075;;;;
11/10/2007 17:00;0;23,1;995;5,4;204;305,814;302,046;-0,3703;0,3703;0;20,98214738;17,51020259;;;;
11/10/2007 18:00;0;22,1;995;5,2;204;290,192;286,922;-0,3703;0,3703;0;19,00700504;15,96979141;;;;
11/10/2007 19:00;0;21,2;995;4,8;204;276,588;273,717;-0,3703;0,3703;0;14,77204351;13,33024471;;;;
11/10/2007 20:00;0,00E+00;20,2;995;4,2;204;264,584;262,034;-0,3703;0,3703;0;12,63703976;11,86905978;;;;
11/10/2007 21:00;0;19,3;995;4,6;204;253,825;251,527;-0,3703;0,3703;0;11,74910513;11,21753468;;;;
11/10/2007 22:00;0;18,3;995;4,2;204;244,114;242,035;-0,3703;0,3703;0;11,68237186;11,13390881;;;;
11/10/2007 23:00;0;17,3;995;3,3;204;235,307;233,419;-0,3703;0,3703;0;11,57034393;10,98985689;;;;
12/10/2007 0:00;0;16,5;995;2,6;204;227,262;225,536;-0,3703;0,3703;0;11,48274354;10,91443925;;;;
12/10/2007 1:00;0;15,7;995;2,4;204;219,826;218,233;-0,3703;0,3703;0;11,3896061;10,82734521;;;;
12/10/2007 2:00;0;14,9;995;3,5;204;212,84;211,346;-0,3703;0,3703;0;11,33933935;10,73840068;;;;
12/10/2007 3:00;0;14,5;995;3,7;204;206,296;204,904;-0,3703;0,3703;0;11,26025139;10,68675429;;;;
12/10/2007 4:00;0;14;995;1,9;204;200,248;198,969;-0,3703;0,3703;0;11,13947812;10,62061341;;;;
12/10/2007 5:00;0;13,7;995;1,7;204;194,567;193,371;-0,3703;0,3703;0;11,10144462;10,49375265;;;;
12/10/2007 6:00;0;13,7;995;2,7;204;189,135;187,998;-0,3703;0,3703;0;10,99433708;10,43094017;;;;
12/10/2007 7:00;137;14,9;995;4;204;208,163;221,077;-0,3703;0,3703;0;10,89322895;10,27517263;;;;
12/10/2007 8:00;132;16,6;995;2,9;204;248,389;272,089;-0,3703;0,3703;0;11,37771135;10,5356912;;;;
12/10/2007 9:00;569;18,4;995;4,2;234,296;293;393;10,783;1,69345;12,4765;13,02430872;11,71945796;;;;
12/10/2007 10:00;701;20;995;5;486,178;293;393;43,7575;2,77323;46,5308;18,99605702;15,87863404;;;;
12/10/2007 11:00;663;21,3;995;3,5;408,701;293;393;36,0791;2,60239;38,6814;21,99744492;18,3623395;;;;
12/10/2007 12:00;358;22,3;995;4,2;204;293;393;14,374;1,71437;16,0883;21,03623208;17,74710519;;;;
12/10/2007 13:00;758;22,9;995;4,4;532,991;293;393;48,4291;2,88146;51,3106;21,01306976;17,55312786;;;;
12/10/2007 14:00;662;23,1;995;3,5;532,154;293;393;48,345;2,87949;51,2245;21,09706292;17,5130274;;;;
12/10/2007 15:00;217;22,7;995;4,2;204;293;393;10,8235;1,65113;12,4747;20,97655133;17,4367651;;;;
12/10/2007 16:00;148;21,6;995;3,8;204;293;393;-0,3703;0,3703;0;20,57540426;17,2896855;;;;
12/10/2007 17:00;2;20,4;995;3,5;204;323,997;319,561;-0,3703;0,3703;0;20,63358916;17,5011715;;;;
12/10/2007 18:00;0,00E+00;19,8;995;2,2;204;305,839;302,08;-0,3703;0,3703;0;19,2933925;16,31814096;;;;
12/10/2007 19:00;0;19,2;995;2,6;204;290,235;286,968;-0,3703;0,3703;0;15,08736502;13,80195516;;;;
12/10/2007 20:00;0;18,6;995;2,2;204;276,672;273,81;-0,3703;0,3703;0;12,82410923;12,08270398;;;;
12/10/2007 21:00;0;18;995;1,6;204;264,747;262,213;-0,3703;0,3703;0;12,0159738;11,45514432;;;;
12/10/2007 22:00;0;17,5;995;1,3;204;254,128;251,861;-0,3703;0,3703;0;11,8821386;11,31277942;;;;
12/10/2007 23:00;0;16,9;995;0,7;204;244,614;242,576;-0,3703;0,3703;0;11,81040055;11,20827436;;;;
13/10/2007 0:00;0;16,5;995;1,2;204;235,909;234,038;-0,3703;0,3703;0;11,68111947;11,10003371;;;;
13/10/2007 1:00;0;16,1;995;0,7;204;227,974;226,271;-0,3703;0,3703;0;11,58185544;11,014375;;;;
13/10/2007 2:00;0;15,8;995;0,7;204;220,649;219,077;-0,3703;0,3703;0;11,46595558;10,98018336;;;;
13/10/2007 3:00;0;15,6;995;0,3;204;213,906;212,463;-0,3703;0,3703;0;11,42052625;10,89763177;;;;
13/10/2007 4:00;0;15;995;0,4;204;207,588;206,239;-0,3703;0,3703;0;11,3376131;10,77506191;;;;
13/10/2007 5:00;0;15,2;995;0,1;204;201,727;200,484;-0,3703;0,3703;0;11,2891475;10,73177851;;;;
13/10/2007 6:00;0;15,3;995;0;204;196,274;195,124;-0,3703;0,3703;0;11,17144529;10,58161657;;;;
13/10/2007 7:00;2;16,5;995;0;204;191,154;190,08;-0,3703;0,3703;0;11,08567179;10,39493512;;;;
13/10/2007 8:00;2;17,1;995;0,3;204;186,218;185,188;-0,3703;0,3703;0;11,52033586;10,60853561;;;;
13/10/2007 9:00;6;17,8;995;0,4;204;181,508;180,536;-0,3703;0,3703;0;12,2249987;10,9431588;;;;
13/10/2007 10:00;2;18,5;995;0,4;204;177,026;176,109;-0,3703;0,3703;0;12,19573723;10,90213495;;;;
13/10/2007 11:00;6;19,1;995;0,6;204;172,723;171,851;-0,3703;0,3703;0;12,12120406;10,8229229;;;;
13/10/2007 12:00;11;19,8;995;1;204;168,569;167,736;-0,3703;0,3703;0;12,06623998;10,74602707;;;;
13/10/2007 13:00;16;20,1;995;0,7;204;169,453;170,261;-0,3703;0,3703;0;12,03947547;10,69487011;;;;
13/10/2007 14:00;135;20,8;995;0,8;204;205,925;229,363;-0,3703;0,3703;0;11,9495738;10,62447791;;;;
13/10/2007 15:00;262;21,1;995;0,7;204;284,041;332,723;-0,3703;0,3703;0;11,88061647;10,54470486;;;;
13/10/2007 16:00;38;20,7;995;0,8;204;294,342;291,007;-0,3703;0,3703;0;11,84610028;10,49058942;;;;
13/10/2007 17:00;1;20;995;0,5;204;280,54;277,633;-0,3703;0,3703;0;11,78095141;10,42862557;;;;
13/10/2007 18:00;0;19,3;995;0,2;204;268,446;265,879;-0,3703;0,3703;0;11,72176083;10,35018961;;;;
13/10/2007 19:00;0;18,6;995;0,7;204;257,58;255,259;-0,3703;0,3703;0;10,88360354;9,849127408;;;;
13/10/2007 20:00;0;17,9;995;0,5;204;247,813;245,721;-0,3703;0,3703;0;10,17884223;9,58607729;;;;
13/10/2007 21:00;0;17,1;995;1;204;238,872;236,951;-0,3703;0,3703;0;10,06335167;9,498019063;;;;
13/10/2007 22:00;0;16,4;995;0,2;204;230,79;229,056;-0,3703;0,3703;0;10,00426816;9,4319894;;;;
13/10/2007 23:00;0;15,7;995;0,4;204;223,297;221,687;-0,3703;0,3703;0;9,940824;9,385551269;;;;
14/10/2007 0:00;0;14,9;995;0,1;204;216,393;214,915;-0,3703;0,3703;0;9,844019154;9,290482056;;;;
14/10/2007 1:00;0;14,1;995;0,2;204;209,921;208,537;-0,3703;0,3703;0;9,752919182;9,19535619;;;;
14/10/2007 2:00;0;13,3;995;0,9;204;203,739;202,422;-0,3703;0,3703;0;9,713193857;9,136134265;;;;
14/10/2007 3:00;0;12,9;995;1;204;197,895;196,66;-0,3703;0,3703;0;9,656000042;9,064731563;;;;
14/10/2007 4:00;0;12,5;995;0,5;204;192,42;191,271;-0,3703;0,3703;0;9,665451421;8,984708857;;;;
14/10/2007 5:00;0;12,2;995;0,8;204;187,193;186,103;-0,3703;0,3703;0;9,550171636;8,947614069;;;;
14/10/2007 6:00;0;12,2;995;0,4;204;182,263;181,245;-0,3703;0,3703;0;9,542824111;8,926511269;;;;
14/10/2007 7:00;0;13,1;995;0,3;204;177,6;176,646;-0,3703;0,3703;0;9,516721457;8,861317759;;;;
14/10/2007 8:00;77;14,5;995;0,8;204;199,008;213,175;-0,3703;0,3703;0;10,53005662;9,2491131;;;;
14/10/2007 9:00;254;16,3;995;1,2;204;264,899;306,782;-0,3703;0,3703;0;11,09557107;9,563252125;;;;
14/10/2007 10:00;342;18,1;995;1;204;293;393;-0,376687;0,376687;0;11,08815261;9,555196695;;;;
14/10/2007 11:00;586;20,3;995;1;344,431;293;393;26,2639;2,42335;28,6872;13,06262671;10,82318076;;;;
14/10/2007 12:00;572;21,7;995;1,5;335,191;293;393;28,7471;2,44846;31,1956;12,64852164;10,96722339;;;;
14/10/2007 13:00;613;22,4;995;1,6;410,325;293;393;36,2402;2,60588;38,8461;11,72868776;10,48281506;;;;
14/10/2007 14:00;553;22,7;995;2;427,759;293;393;37,9689;2,64355;40,6124;15,05303623;12,35792709;;;;
14/10/2007 15:00;392;22,6;995;1,7;330,67;293;393;28,2935;2,43923;30,7328;12,39707051;11,20383771;;;;
14/10/2007 16:00;51;21,5;995;2,4;204;324,113;319,704;-0,3703;0,3703;0;12,53853246;11,20963911;;;;
