;Wspd;Wdir;DryBulb;DNI;Pressure
31/10/1989 18:00;3,1;360;20,6;473;1009,15
31/10/1989 19:00;2,1;350;18,9;0;1009,15
31/10/1989 20:00;0;0;17,2;0;1009,15
31/10/1989 21:00;3,1;220;16,1;0;1009,15
31/10/1989 22:00;3,1;220;15;0;1009,15
31/10/1989 23:00;2,1;210;13,9;0;1009,15
01/11/1989 0:00;3,1;180;13,3;0;1009,15
01/11/1989 1:00;4,1;80;10;0;1009,15
01/11/1989 2:00;2,1;999;12,2;0;1009,15
01/11/1989 3:00;0;0;12,2;0;1009,15
01/11/1989 4:00;2,1;60;12,2;0;1009,15
01/11/1989 5:00;2,1;60;11,7;0;1009,15
01/11/1989 6:00;2,1;60;11,7;0;1009,15
01/11/1989 7:00;2,1;40;11,7;0;1009,15
01/11/1989 8:00;2,6;70;11,7;0;1009,15
01/11/1989 9:00;0;0;12,2;0;1009,15
01/11/1989 10:00;4,1;60;13,9;656;1009,15
01/11/1989 11:00;0;0;15;753;1009,15
01/11/1989 12:00;1;999;17,2;813;1009,15
01/11/1989 13:00;2,1;360;20;845;1009,15
01/11/1989 14:00;4,1;90;22,2;848;1009,15
01/11/1989 15:00;8,2;60;23,3;823;1009,15
01/11/1989 16:00;7,2;60;23,9;769;1009,15
01/11/1989 17:00;7,2;50;23,3;684;1009,15
01/11/1989 18:00;4,1;60;21,7;526;1009,15
01/11/1989 19:00;4,1;50;20;0;1009,15
01/11/1989 20:00;1,5;40;18,3;0;1009,15
01/11/1989 21:00;3,1;40;17,2;0;1009,15
01/11/1989 22:00;4,1;50;16,1;0;1009,15
01/11/1989 23:00;4,1;50;15,6;0;1009,15
02/11/1989 0:00;3,1;40;14,4;0;1009,15
02/11/1989 1:00;2,1;60;13,9;0;1009,15
02/11/1989 2:00;3,1;40;13,3;0;1009,15
02/11/1989 3:00;2,1;60;13,3;0;1009,15
02/11/1989 4:00;6,2;90;12,2;0;1009,15
02/11/1989 5:00;4,1;70;11,7;0;1009,15
02/11/1989 6:00;4,1;90;11,1;0;1009,15
02/11/1989 7:00;7,2;60;10,6;0;1009,15
02/11/1989 8:00;6,2;50;10,6;0;1009,15
02/11/1989 9:00;3,1;50;11,1;0;1009,15
02/11/1989 10:00;2,1;20;12,2;653;1009,15
02/11/1989 11:00;0;0;13,9;750;1009,15
02/11/1989 12:00;4,1;60;15,6;810;1009,15
02/11/1989 13:00;5,1;70;17,8;842;1009,15
02/11/1989 14:00;4,1;40;19,4;845;1009,15
02/11/1989 15:00;4,1;50;20,6;820;1009,15
02/11/1989 16:00;2,6;40;20,6;766;1009,15
02/11/1989 17:00;3,1;100;20;681;1009,15
02/11/1989 18:00;6,2;110;18,9;517;1009,15
02/11/1989 19:00;5,1;90;17,8;0;1009,15
02/11/1989 20:00;5,1;110;16,7;0;1009,15
02/11/1989 21:00;2,6;120;15,6;0;1009,15
02/11/1989 22:00;2,1;120;14,4;0;1009,15
02/11/1989 23:00;1,5;210;13,3;0;1009,15
03/11/1989 0:00;2,6;100;12,8;0;1009,15
03/11/1989 1:00;2,1;90;12,8;0;1009,15
03/11/1989 2:00;2,1;90;12,2;0;1009,15
03/11/1989 3:00;2,1;100;11,7;0;1009,15
03/11/1989 4:00;5,1;80;10,6;0;1009,15
03/11/1989 5:00;6,2;70;10;0;1009,15
03/11/1989 6:00;6,2;80;9,4;0;1009,15
03/11/1989 7:00;4,1;30;8,3;0;1009,15
03/11/1989 8:00;3,1;30;8,3;0;1009,15
03/11/1989 9:00;5,1;60;8,9;0;1009,15
03/11/1989 10:00;5,1;60;10;492;1009,15
03/11/1989 11:00;5,1;80;12,2;684;1009,15
03/11/1989 12:00;5,1;80;15,6;646;1009,15
03/11/1989 13:00;6,2;90;18,3;350;1009,15
03/11/1989 14:00;6,2;140;21,1;640;1009,15
03/11/1989 15:00;6,2;90;22,8;526;1009,15
03/11/1989 16:00;5,1;140;22,8;608;1009,15
03/11/1989 17:00;4,1;180;22,2;463;1009,15
03/11/1989 18:00;4,1;140;20,6;334;1009,15
03/11/1989 19:00;4,1;100;18,3;0;1009,15
03/11/1989 20:00;4,1;120;16,7;0;1009,15
03/11/1989 21:00;4,1;130;15;0;1009,15
03/11/1989 22:00;2,1;160;13,9;0;1009,15
03/11/1989 23:00;3,1;170;13,3;0;1009,15
04/11/1989 0:00;2,1;120;11,7;0;1009,15
04/11/1989 1:00;3,1;120;11,7;0;1009,15
04/11/1989 2:00;3,1;110;10,6;0;1009,15
04/11/1989 3:00;3,1;110;10,6;0;1009,15
04/11/1989 4:00;3,1;140;10;0;1009,15
04/11/1989 5:00;3,1;130;9,4;0;1009,15
04/11/1989 6:00;3,1;130;8,9;0;1009,15
04/11/1989 7:00;3,1;90;8,3;0;1009,15
04/11/1989 8:00;3,1;90;8,9;0;1009,15
04/11/1989 9:00;4,1;90;9,4;0;1009,15
04/11/1989 10:00;4,6;80;10;564;1009,15
04/11/1989 11:00;4,1;90;12,2;324;1009,15
04/11/1989 12:00;2,6;120;15;507;1009,15
04/11/1989 13:00;4,1;100;17,2;602;1009,15
04/11/1989 14:00;4,6;130;19,4;741;1009,15
04/11/1989 15:00;4,1;160;20,6;236;1009,15
04/11/1989 16:00;3,6;160;21,1;192;1009,15
04/11/1989 17:00;1,5;150;19,4;123;1009,15
04/11/1989 18:00;1,5;120;18,3;116;1009,15
04/11/1989 19:00;1;20;16,7;0;1009,15
04/11/1989 20:00;3,1;50;15,6;0;1009,15
04/11/1989 21:00;3,1;40;13,9;0;1009,15
04/11/1989 22:00;1;140;13,3;0;1009,15
04/11/1989 23:00;1,5;20;12,2;0;1009,15
05/11/1989 0:00;2,1;40;11,7;0;1009,15
05/11/1989 1:00;0;0;11,1;0;1009,15
05/11/1989 2:00;1;60;10,6;0;1009,15
05/11/1989 3:00;2,1;90;10;0;1009,15
05/11/1989 4:00;2,1;100;10;0;1009,15
05/11/1989 5:00;2,6;40;9,4;0;1009,15
05/11/1989 6:00;1,5;50;8,9;0;1009,15
05/11/1989 7:00;0;0;8,9;0;1009,15
05/11/1989 8:00;3,1;70;8,9;0;1009,15
05/11/1989 9:00;3,1;70;9,4;0;1009,15
05/11/1989 10:00;4,1;40;11,1;646;1009,15
05/11/1989 11:00;5,1;90;13,3;744;1009,15
05/11/1989 12:00;5,1;90;16,1;804;1009,15
05/11/1989 13:00;4,1;100;18,9;835;1009,15
05/11/1989 14:00;6,2;110;21,1;839;1009,15
05/11/1989 15:00;5,1;90;22,8;817;1009,15
05/11/1989 16:00;4,1;120;23,3;763;1009,15
05/11/1989 17:00;4,1;999;22,8;675;1009,15
05/11/1989 18:00;4,1;120;21,1;504;1009,15
05/11/1989 19:00;4,1;90;18,9;0;1009,15
05/11/1989 20:00;5,1;999;16,7;0;1009,15
05/11/1989 21:00;6,2;100;15,6;0;1009,15
05/11/1989 22:00;4,1;100;14,4;0;1009,15
05/11/1989 23:00;5,1;110;13,3;0;1009,15
06/11/1989 0:00;5,1;120;12,8;0;1009,15
06/11/1989 1:00;5,1;100;12,2;0;1009,15
06/11/1989 2:00;5,1;120;11,7;0;1009,15
06/11/1989 3:00;5,1;110;11,7;0;1009,15
06/11/1989 4:00;6,2;90;11,7;0;1009,15
06/11/1989 5:00;6,2;999;11,7;0;1009,15
06/11/1989 6:00;6,2;90;12,2;0;1009,15
06/11/1989 7:00;7,2;90;11,7;0;1009,15
06/11/1989 8:00;8,2;80;11,7;0;1009,15
06/11/1989 9:00;7,7;80;12,2;0;1009,15
06/11/1989 10:00;7,2;80;13,3;94;1009,15
06/11/1989 11:00;7,2;80;15;151;1009,15
06/11/1989 12:00;7,2;70;17,2;132;1009,15
06/11/1989 13:00;7,2;70;18,9;113;1009,15
06/11/1989 14:00;6,2;60;21,1;220;1009,15
06/11/1989 15:00;5,1;60;22,2;129;1009,15
06/11/1989 16:00;5,1;70;22,2;75;1009,15
06/11/1989 17:00;5,1;90;22,2;110;1009,15
06/11/1989 18:00;7,2;100;20,6;75;1009,15
06/11/1989 19:00;7,2;90;19,4;0;1009,15
06/11/1989 20:00;6,2;90;18,3;0;1009,15
06/11/1989 21:00;6,2;90;16,7;0;1009,15
06/11/1989 22:00;8,2;90;16,1;0;1009,15
06/11/1989 23:00;5,1;80;15,6;0;1009,15
07/11/1989 0:00;6,2;90;14,4;0;1009,15
07/11/1989 1:00;7,2;90;14,4;0;1009,15
07/11/1989 2:00;5,1;90;13,9;0;1009,15
07/11/1989 3:00;5,1;80;13,3;0;1009,15
07/11/1989 4:00;4,1;90;13,3;0;1009,15
07/11/1989 5:00;5,1;90;12,8;0;1009,15
07/11/1989 6:00;5,1;80;12,2;0;1009,15
07/11/1989 7:00;5,1;60;12,2;0;1009,15
07/11/1989 8:00;3,1;30;11,7;0;1009,15
07/11/1989 9:00;5,1;60;12,2;0;1009,15
07/11/1989 10:00;3,1;70;13,3;637;1009,15
07/11/1989 11:00;2,1;70;15;763;1009,15
07/11/1989 12:00;4,1;210;17,2;684;1009,15
07/11/1989 13:00;7,2;210;19,4;605;1009,15
07/11/1989 14:00;5,1;210;22,2;435;1009,15
07/11/1989 15:00;4,6;999;22,8;586;1009,15
07/11/1989 16:00;4,1;240;23,9;719;1009,15
07/11/1989 17:00;5,1;240;22,8;564;1009,15
07/11/1989 18:00;4,1;260;21,1;507;1009,15
07/11/1989 19:00;5,1;260;19,4;0;1009,15
07/11/1989 20:00;6,2;260;18,3;0;1009,15
07/11/1989 21:00;5,1;270;17,2;0;1009,15
07/11/1989 22:00;5,1;270;16,1;0;1009,15
07/11/1989 23:00;3,1;240;15,6;0;1009,15
08/11/1989 0:00;4,1;240;14,4;0;1009,15
08/11/1989 1:00;5,1;240;14,4;0;1009,15
08/11/1989 2:00;5,1;240;13,9;0;1009,15
08/11/1989 3:00;5,1;260;13,3;0;1009,15
08/11/1989 4:00;3,1;250;12,8;0;1009,15
08/11/1989 5:00;3,1;999;11,7;0;1009,15
08/11/1989 6:00;3,1;999;11,1;0;1009,15
08/11/1989 7:00;3,1;260;10,6;0;1009,15
08/11/1989 8:00;0;0;10,6;0;1009,15
08/11/1989 9:00;2,1;180;11,1;0;1009,15
08/11/1989 10:00;3,1;220;12,2;637;1009,15
08/11/1989 11:00;2,6;240;15;735;1009,15
08/11/1989 12:00;3,6;240;17,2;798;1009,15
08/11/1989 13:00;5,1;250;20;829;1009,15
08/11/1989 14:00;5,1;270;22,8;832;1009,15
08/11/1989 15:00;7,7;260;23,9;697;1009,15
08/11/1989 16:00;7,2;280;24,4;539;1009,15
08/11/1989 17:00;5,1;280;23,3;394;1009,15
08/11/1989 18:00;4,1;250;22,2;154;1009,15
08/11/1989 19:00;4,1;230;20;0;1009,15
08/11/1989 20:00;3,1;999;18,3;0;1009,15
08/11/1989 21:00;2,1;240;16,7;0;1009,15
08/11/1989 22:00;0;0;15,6;0;1009,15
08/11/1989 23:00;1,5;220;15;0;1009,15
09/11/1989 0:00;0;0;13,9;0;1009,15
09/11/1989 1:00;0;0;13,3;0;1009,15
09/11/1989 2:00;0;0;13,3;0;1009,15
09/11/1989 3:00;1,5;999;12,2;0;1009,15
09/11/1989 4:00;1,5;180;12,2;0;1009,15
09/11/1989 5:00;1,5;999;11,7;0;1009,15
09/11/1989 6:00;0;0;10,6;0;1009,15
09/11/1989 7:00;1;190;10,6;0;1009,15
09/11/1989 8:00;0;0;10,6;0;1009,15
09/11/1989 9:00;0;0;11,1;0;1009,15
09/11/1989 10:00;0;0;12,2;438;1009,15
09/11/1989 11:00;0;0;14,4;223;1009,15
09/11/1989 12:00;0;0;17,8;570;1009,15
09/11/1989 13:00;0;0;20,6;665;1009,15
09/11/1989 14:00;1;240;23,3;823;1009,15
09/11/1989 15:00;2,1;220;25;438;1009,15
09/11/1989 16:00;2,1;230;25;526;1009,15
09/11/1989 17:00;2,6;210;24,4;542;1009,15
09/11/1989 18:00;2,6;200;22,8;274;1009,15
09/11/1989 19:00;2,1;200;20;0;1009,15
09/11/1989 20:00;2,6;200;18,9;0;1009,15
09/11/1989 21:00;2,1;200;17,2;0;1009,15
09/11/1989 22:00;2,1;280;16,1;0;1009,15
09/11/1989 23:00;2,1;300;15;0;1009,15
10/11/1989 0:00;1,5;270;14,4;0;1009,15
10/11/1989 1:00;2,1;320;13,3;0;1009,15
10/11/1989 2:00;1,5;270;13,3;0;1009,15
10/11/1989 3:00;1,5;290;12,8;0;1009,15
10/11/1989 4:00;1;290;12,2;0;1009,15
10/11/1989 5:00;0;0;11,7;0;1009,15
10/11/1989 6:00;1;999;11,7;0;1009,15
10/11/1989 7:00;1;250;11,1;0;1009,15
10/11/1989 8:00;0;0;11,7;0;1009,15
10/11/1989 9:00;1;80;11,1;0;1009,15
10/11/1989 10:00;1;340;12,8;656;1009,15
10/11/1989 11:00;1;999;15;753;1009,15
10/11/1989 12:00;0;0;17,2;653;1009,15
10/11/1989 13:00;0;0;20,6;766;1009,15
10/11/1989 14:00;1;999;22,8;567;1009,15
10/11/1989 15:00;2,1;250;24,4;495;1009,15
10/11/1989 16:00;1;250;25;261;1009,15
10/11/1989 17:00;2,1;240;24,4;249;1009,15
10/11/1989 18:00;2,1;230;22,8;211;1009,15
10/11/1989 19:00;1,5;220;20,6;0;1009,15
10/11/1989 20:00;2,1;230;18,9;0;1009,15
10/11/1989 21:00;1,5;240;17,8;0;1009,15
10/11/1989 22:00;0;0;16,1;0;1009,15
10/11/1989 23:00;0;0;15,6;0;1009,15
11/11/1989 0:00;1;120;15;0;1009,15
11/11/1989 1:00;1;60;13,9;0;1009,15
11/11/1989 2:00;0;0;13,3;0;1009,15
11/11/1989 3:00;0;0;13,3;0;1009,15
11/11/1989 4:00;2,1;30;12,8;0;1009,15
11/11/1989 5:00;2,1;30;12,8;0;1009,15
11/11/1989 6:00;2,1;30;12,8;0;1009,15
11/11/1989 7:00;3,1;50;12,2;0;1009,15
11/11/1989 8:00;2,1;60;12,2;0;1009,15
11/11/1989 9:00;4,1;40;12,2;0;1009,15
11/11/1989 10:00;4,1;40;13,9;589;1009,15
11/11/1989 11:00;5,1;60;16,1;700;1009,15
11/11/1989 12:00;4,1;40;18,3;470;1009,15
11/11/1989 13:00;4,1;80;20,6;454;1009,15
11/11/1989 14:00;4,1;60;22,8;425;1009,15
11/11/1989 15:00;3,1;80;23,9;555;1009,15
11/11/1989 16:00;3,1;40;24,4;416;1009,15
11/11/1989 17:00;0;0;23,9;514;1009,15
11/11/1989 18:00;0;0;22,2;331;1009,15
11/11/1989 19:00;0;0;20,6;0;1009,15
11/11/1989 20:00;2,1;320;19,4;0;1009,15
11/11/1989 21:00;0;0;17,8;0;1009,15
11/11/1989 22:00;2,1;90;16,7;0;1009,15
11/11/1989 23:00;0;0;16,1;0;1009,15
12/11/1989 0:00;0;0;15;0;1009,15
12/11/1989 1:00;0;0;15;0;1009,15
12/11/1989 2:00;0;0;14,4;0;1009,15
12/11/1989 3:00;0;0;14,4;0;1009,15
12/11/1989 4:00;0;0;14,4;0;1009,15
12/11/1989 5:00;0;0;14,4;0;1009,15
12/11/1989 6:00;0;0;14,4;0;1009,15
12/11/1989 7:00;0;0;14,4;0;1009,15
12/11/1989 8:00;0,7;999;13,9;0;1009,15
12/11/1989 9:00;1,4;999;14,4;0;1009,15
12/11/1989 10:00;2,1;60;15,6;0;1009,15
12/11/1989 11:00;4,1;40;17,2;0;1009,15
12/11/1989 12:00;2,1;60;18,9;0;1009,15
12/11/1989 13:00;2,1;40;21,1;0;1009,15
12/11/1989 14:00;0;0;22,8;0;1009,15
12/11/1989 15:00;1;240;23,9;0;1009,15
12/11/1989 16:00;0;0;23,9;0;1009,15
12/11/1989 17:00;0;0;23,3;0;1009,15
12/11/1989 18:00;2,1;260;22,2;0;1009,15
12/11/1989 19:00;0;0;21,1;0;1009,15
12/11/1989 20:00;0;0;20;0;1009,15
12/11/1989 21:00;1,5;200;18,9;0;1009,15
12/11/1989 22:00;0;0;17,8;0;1009,15
12/11/1989 23:00;0;999;17,2;0;1009,15
13/11/1989 0:00;0;0;16,7;0;1009,15
13/11/1989 1:00;2,1;60;16,1;0;1009,15
13/11/1989 2:00;2,3;999;15,6;0;1009,15
13/11/1989 3:00;2,6;60;15;0;1009,15
13/11/1989 4:00;0;0;15,6;0;1009,15
13/11/1989 5:00;0;0;15;0;1009,15
13/11/1989 6:00;0;0;14,4;0;1009,15
13/11/1989 7:00;0;0;13,9;0;1009,15
13/11/1989 8:00;0;0;13,9;0;1009,15
13/11/1989 9:00;0;999;14,4;0;1009,15
13/11/1989 10:00;0;0;15;66;1009,15
13/11/1989 11:00;2,6;360;16,1;100;1009,15
13/11/1989 12:00;0;0;17,8;116;1009,15
13/11/1989 13:00;0;0;18,9;179;1009,15
13/11/1989 14:00;3,1;260;20,6;198;1009,15
13/11/1989 15:00;2,1;240;21,7;104;1009,15
13/11/1989 16:00;3,1;260;22,2;100;1009,15
13/11/1989 17:00;4,1;210;21,7;91;1009,15
13/11/1989 18:00;5,1;270;20,6;0;1009,15
13/11/1989 19:00;5,1;270;18,9;0;1009,15
13/11/1989 20:00;5,1;260;18,3;0;1009,15
13/11/1989 21:00;3,1;210;17,2;0;1009,15
13/11/1989 22:00;3,1;240;16,7;0;1009,15
13/11/1989 23:00;4,1;240;16,7;0;1009,15
14/11/1989 0:00;3,6;230;16,1;0;1009,15
14/11/1989 1:00;3,1;240;15,6;0;1009,15
14/11/1989 2:00;3,1;250;15;0;1009,15
14/11/1989 3:00;2,6;250;15;0;1009,15
14/11/1989 4:00;3,1;250;14,4;0;1009,15
14/11/1989 5:00;4,6;250;13,9;0;1009,15
14/11/1989 6:00;4,1;280;13,3;0;1009,15
14/11/1989 7:00;4,1;330;13,3;0;1009,15
14/11/1989 8:00;3,1;350;13,3;0;1009,15
14/11/1989 9:00;1;230;13,3;0;1009,15
14/11/1989 10:00;3,1;230;14,4;514;1009,15
14/11/1989 11:00;3,6;250;16,1;599;1009,15
14/11/1989 12:00;4,1;320;17,8;760;1009,15
14/11/1989 13:00;6,2;310;18,9;826;1009,15
14/11/1989 14:00;5,1;340;20,6;832;1009,15
14/11/1989 15:00;8,2;320;22,2;810;1009,15
14/11/1989 16:00;6,2;350;22,2;757;1009,15
14/11/1989 17:00;7,2;340;22,2;517;1009,15
14/11/1989 18:00;4,1;350;20,6;0;1009,15
14/11/1989 19:00;3,1;340;19,4;0;1009,15
14/11/1989 20:00;3,1;350;18,3;0;1009,15
14/11/1989 21:00;2,1;310;17,2;0;1009,15
14/11/1989 22:00;3,1;310;16,1;0;1009,15
14/11/1989 23:00;3,1;330;16,1;0;1009,15
15/11/1989 0:00;3,1;350;15,6;0;1009,15
15/11/1989 1:00;2,1;240;15,6;0;1009,15
15/11/1989 2:00;1,5;250;15;0;1009,15
15/11/1989 3:00;0;0;14,4;0;1009,15
15/11/1989 4:00;0;0;13,9;0;1009,15
15/11/1989 5:00;0;0;13,9;0;1009,15
15/11/1989 6:00;0;0;13,3;0;1009,15
15/11/1989 7:00;0;0;12,8;0;1009,15
15/11/1989 8:00;0;0;12,8;0;1009,15
15/11/1989 9:00;4,1;80;12,8;0;1009,15
15/11/1989 10:00;2,1;90;13,9;457;1009,15
15/11/1989 11:00;3,1;80;15,6;593;1009,15
15/11/1989 12:00;3,1;110;16,7;662;1009,15
15/11/1989 13:00;2,1;110;17,8;656;1009,15
15/11/1989 14:00;3,1;80;19,4;728;1009,15
15/11/1989 15:00;2,1;80;21,1;630;1009,15
15/11/1989 16:00;2,1;90;21,1;394;1009,15
15/11/1989 17:00;2,1;90;20,6;419;1009,15
15/11/1989 18:00;2,1;80;20;0;1009,15
15/11/1989 19:00;2,1;90;18,3;0;1009,15
15/11/1989 20:00;2,1;60;17,8;0;1009,15
15/11/1989 21:00;3,1;60;16,7;0;1009,15
15/11/1989 22:00;2,1;90;16,1;0;1009,15
15/11/1989 23:00;3,1;999;15;0;1009,15
16/11/1989 0:00;4,1;60;14,4;0;1009,15
16/11/1989 1:00;3,1;60;14,4;0;1009,15
16/11/1989 2:00;3,1;60;13,9;0;1009,15
16/11/1989 3:00;3,1;80;13,3;0;1009,15
16/11/1989 4:00;0;0;12,8;0;1009,15
16/11/1989 5:00;1,5;999;12,2;0;1009,15
16/11/1989 6:00;3,1;60;11,7;0;1009,15
16/11/1989 7:00;4,1;50;11,1;0;1009,15
16/11/1989 8:00;3,1;50;11,1;0;1009,15
16/11/1989 9:00;4,1;30;11,1;0;1009,15
16/11/1989 10:00;5,1;40;12,2;18;1009,15
16/11/1989 11:00;5,1;50;13,9;12;1009,15
16/11/1989 12:00;7,7;70;15,6;9;1009,15
16/11/1989 13:00;8,2;60;17,2;6;1009,15
16/11/1989 14:00;5,7;70;18,9;6;1009,15
16/11/1989 15:00;5,1;90;20;6;1009,15
16/11/1989 16:00;4,6;70;20;6;1009,15
16/11/1989 17:00;4,1;70;20,6;12;1009,15
16/11/1989 18:00;3,1;70;18,9;0;1009,15
16/11/1989 19:00;2,8;999;17,2;0;1009,15
16/11/1989 20:00;2,4;999;16,1;0;1009,15
16/11/1989 21:00;2,1;50;15,6;0;1009,15
16/11/1989 22:00;3,1;50;14,4;0;1009,15
16/11/1989 23:00;4,1;50;14,4;0;1009,15
17/11/1989 0:00;2,1;50;13,9;0;1009,15
17/11/1989 1:00;3,1;60;13,3;0;1009,15
17/11/1989 2:00;3,1;70;12,2;0;1009,15
17/11/1989 3:00;3,1;60;12,2;0;1009,15
17/11/1989 4:00;3,8;999;12,2;0;1009,15
17/11/1989 5:00;4,4;999;11,7;0;1009,15
17/11/1989 6:00;5,1;40;11,1;0;1009,15
17/11/1989 7:00;3,1;60;10,6;0;1009,15
17/11/1989 8:00;4,1;60;10;0;1009,15
17/11/1989 9:00;5,1;40;10;0;1009,15
17/11/1989 10:00;5,1;50;11,1;381;1009,15
17/11/1989 11:00;5,1;60;12,2;403;1009,15
17/11/1989 12:00;5,1;60;12,8;211;1009,15
17/11/1989 13:00;5,6;999;15;233;1009,15
17/11/1989 14:00;6,2;60;16,1;214;1009,15
17/11/1989 15:00;6,2;50;16,7;369;1009,15
17/11/1989 16:00;7,7;50;17,2;230;1009,15
17/11/1989 17:00;5,1;70;16,7;211;1009,15
17/11/1989 18:00;4,1;80;16,1;0;1009,15
17/11/1989 19:00;5,1;90;15;0;1009,15
17/11/1989 20:00;3,9;999;14,4;0;1009,15
17/11/1989 21:00;2,6;60;13,3;0;1009,15
17/11/1989 22:00;2,1;90;12,8;0;1009,15
17/11/1989 23:00;2,6;30;12,8;0;1009,15
18/11/1989 0:00;2,1;30;11,7;0;1009,15
18/11/1989 1:00;3,1;40;12,2;0;1009,15
18/11/1989 2:00;4,1;40;11,7;0;1009,15
18/11/1989 3:00;3,1;40;10,6;0;1009,15
18/11/1989 4:00;5,1;50;10;0;1009,15
18/11/1989 5:00;4,1;60;8,9;0;1009,15
18/11/1989 6:00;4,1;50;8,9;0;1009,15
18/11/1989 7:00;4,1;60;7,8;0;1009,15
18/11/1989 8:00;4,1;60;7,2;0;1009,15
18/11/1989 9:00;5,1;60;7,2;0;1009,15
18/11/1989 10:00;5,1;60;8,3;605;1009,15
18/11/1989 11:00;6,2;50;10;716;1009,15
18/11/1989 12:00;5,1;90;11,7;776;1009,15
18/11/1989 13:00;5,1;90;13,3;810;1009,15
18/11/1989 14:00;7,2;60;15,6;813;1009,15
18/11/1989 15:00;6,2;60;16,1;788;1009,15
18/11/1989 16:00;5,1;90;16,7;738;1009,15
18/11/1989 17:00;6,2;60;16,1;643;1009,15
18/11/1989 18:00;3,1;60;14,4;0;1009,15
18/11/1989 19:00;5,1;80;13,9;0;1009,15
18/11/1989 20:00;5,1;60;12,2;0;1009,15
18/11/1989 21:00;3,1;50;11,7;0;1009,15
18/11/1989 22:00;2,1;60;10,6;0;1009,15
18/11/1989 23:00;3,1;60;10;0;1009,15
19/11/1989 0:00;4,1;50;10;0;1009,15
19/11/1989 1:00;5,1;40;8,9;0;1009,15
19/11/1989 2:00;4,1;60;8,9;0;1009,15
19/11/1989 3:00;4,1;40;8,9;0;1009,15
19/11/1989 4:00;5,1;60;8,3;0;1009,15
19/11/1989 5:00;6,2;50;8,3;0;1009,15
19/11/1989 6:00;5,1;50;8,9;0;1009,15
19/11/1989 7:00;5,1;80;8,9;0;1009,15
19/11/1989 8:00;5,1;40;8,3;0;1009,15
19/11/1989 9:00;5,1;50;8,9;0;1009,15
19/11/1989 10:00;8,2;70;10;381;1009,15
19/11/1989 11:00;7,2;70;12,2;422;1009,15
19/11/1989 12:00;8,2;60;14,4;712;1009,15
19/11/1989 13:00;7,2;70;17,2;744;1009,15
19/11/1989 14:00;8,2;70;18,9;779;1009,15
19/11/1989 15:00;7,2;70;20;719;1009,15
19/11/1989 16:00;10,3;50;20,6;712;1009,15
19/11/1989 17:00;8,2;50;20;460;1009,15
19/11/1989 18:00;5,1;50;18,9;0;1009,15
19/11/1989 19:00;6,2;60;17,2;0;1009,15
19/11/1989 20:00;5,1;40;15,6;0;1009,15
19/11/1989 21:00;5,1;50;14,4;0;1009,15
19/11/1989 22:00;4,1;50;13,3;0;1009,15
19/11/1989 23:00;5,1;40;12,8;0;1009,15
20/11/1989 0:00;4,1;50;11,7;0;1009,15
20/11/1989 1:00;6,2;50;11,1;0;1009,15
20/11/1989 2:00;5,9;999;11,1;0;1009,15
20/11/1989 3:00;5,7;50;11,1;0;1009,15
20/11/1989 4:00;4,1;50;11,1;0;1009,15
20/11/1989 5:00;5,1;30;11,1;0;1009,15
20/11/1989 6:00;4,1;50;11,1;0;1009,15
20/11/1989 7:00;4,1;40;11,1;0;1009,15
20/11/1989 8:00;4,1;40;11,1;0;1009,15
20/11/1989 9:00;4,1;40;11,7;0;1009,15
20/11/1989 10:00;3,1;40;12,8;126;1009,15
20/11/1989 11:00;6,2;40;13,9;315;1009,15
20/11/1989 12:00;3,1;40;15,6;520;1009,15
20/11/1989 13:00;3,1;40;17,2;498;1009,15
20/11/1989 14:00;2,1;80;18,9;343;1009,15
20/11/1989 15:00;3,1;90;19,4;507;1009,15
20/11/1989 16:00;2,1;40;19,4;227;1009,15
20/11/1989 17:00;2,1;20;19,4;135;1009,15
20/11/1989 18:00;2,1;310;18,3;0;1009,15
20/11/1989 19:00;2,1;320;16,7;0;1009,15
20/11/1989 20:00;1;999;16,1;0;1009,15
20/11/1989 21:00;0;0;15,6;0;1009,15
20/11/1989 22:00;0;0;14,4;0;1009,15
20/11/1989 23:00;2,1;110;13,9;0;1009,15
21/11/1989 0:00;2,1;310;13,3;0;1009,15
21/11/1989 1:00;0;0;12,8;0;1009,15
21/11/1989 2:00;2,1;260;12,8;0;1009,15
21/11/1989 3:00;0;0;12,2;0;1009,15
21/11/1989 4:00;2,1;90;11,7;0;1009,15
21/11/1989 5:00;2,1;90;11,1;0;1009,15
21/11/1989 6:00;2,1;350;11,1;0;1009,15
21/11/1989 7:00;0;0;10,6;0;1009,15
21/11/1989 8:00;2,1;40;10;0;1009,15
21/11/1989 9:00;2,6;50;10,6;0;1009,15
21/11/1989 10:00;4,1;30;10,6;444;1009,15
21/11/1989 11:00;4,1;40;12,2;703;1009,15
21/11/1989 12:00;5,1;50;13,9;668;1009,15
21/11/1989 13:00;5,1;60;15;716;1009,15
21/11/1989 14:00;6,2;60;16,1;757;1009,15
21/11/1989 15:00;2,1;60;17,2;791;1009,15
21/11/1989 16:00;4,1;90;17,2;706;1009,15
21/11/1989 17:00;4,1;90;17,2;646;1009,15
21/11/1989 18:00;2,1;50;16,1;0;1009,15
21/11/1989 19:00;2,1;60;15,6;0;1009,15
21/11/1989 20:00;2,6;60;14,4;0;1009,15
21/11/1989 21:00;2,1;60;13,3;0;1009,15
21/11/1989 22:00;2,1;60;13,3;0;1009,15
