"Time stamp";"Field HTF mass flow rate total | (kg/s)";"Field HTF temperature cold header inlet | (C)";"Field HTF temperature hot header outlet | (C)";"Field collector DNI-cosine product | (W/m2)";"Field collector fraction of time period tracking";"Field collector incidence angle modifier";"Field collector optical end loss";"Field collector row shadowing loss";"Field collector solar incidence angle | (deg)";"Field collector thermal and optical efficiency";"Field collector tracking angle | (deg)";"Field thermal power absorbed | (MWt)";"Field thermal power incident after cosine | (MWt)";"Field thermal power pipe losses | (MWt)";"Field thermal power receiver heat loss | (kJ/hr-m2)";"Field thermal power receiver total loss | (MWt)";"Field thermal power total incident | (MWt)";"Field thermal power total produced | (MWt)";"Resource Pressure | (mbar)";"Resource Solar Azimuth | (deg)";"Resource Solar Zenith | (deg)";"Resource Wet bulb temperature | (C)";"Resource Wind Speed | (m/s)";"Resource Dry bulb temperature | (C)";"Resource Beam normal irradiance | (W/m2)";"System power generated | (kW)";"Cycle electrical power output (gross) | (MWe)";"Cycle electrical power output (gross; solar share) | (MWe)";"Cycle electrical power output (net) | (MWe)";"Cycle thermal energy dumped - TES is full | (MWt)";"Cycle thermal energy dumped - min, load requirement | (MWt)";"Cycle thermal energy dumped - solar field | (MWt)";"Cycle thermal power input | (MWt)";"Field collector cosine efficiency";"Parasitic power total consumption | (MWe)"
"Aug 26; 07:00 pm";0;50,001;49,999;68,8684;0;1,00345;0,997426;0;10,3163;0;0;0;27,024;0,1231;0,348069;0,136582;27,468;0;993;280,335;86,3019;16,6563;2,4;26,5;70;-355,488;0;0;-0,3703;0;0;0;0;0,983834;0,3703
"Aug 26; 08:00 pm";0;50,001;49,999;0;0;0,996269;0,994921;0;19,7548;0;0;0;0;0,126644;0,35528;0,139412;0;0;993;289,946;97,1809;16,6938;3,4;25,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,941148;0,3703
"Aug 26; 09:00 pm";0;50,001;49,999;0;0;0,977939;0,992998;0;28,8926;0;0;0;0;0,130113;0,376357;0,147682;0;0;993;300,592;107,705;16,4969;3,8;24,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,875527;0,3703
"Aug 26; 10:00 pm";0;50,001;49,999;0;0;0,947939;0,992266;0;37,2009;0;0;0;0;0,133507;0,411609;0,161515;0;0;993;313,046;117,032;16,3;3,2;23,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,796521;0,3703
"Aug 26; 11:00 pm";0;50,001;49,999;0;0;0,911556;0,991572;0;43,6952;0;0;0;0;0,136828;0,455101;0,178582;0;0;993;328,021;124,454;16,4937;2,1;22,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,723025;0,3703
"Aug 27; 12:00 am";0;50,001;49,999;0;0;0,880049;0,991049;0;47,8142;0;0;0;0;0,140077;0,470367;0,184572;0;0;993;345,702;129,058;16,6094;2,8;22;0;-355,488;0;0;-0,3703;0;0;0;0;0,671537;0,3703
"Aug 27; 01:00 am";0;50,001;49,999;0;0;0,872722;0,990934;0;48,6406;0;0;0;0;0,141145;0,479165;0,188024;0;0;993;5,00601;130,02;16,6219;2,8;21,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,66078;0,3703
"Aug 27; 02:00 am";0;50,001;49,999;0;0;0,894883;0,991288;0;46,0012;0;0;0;0;0,141852;0,477105;0,187216;0;0;993;23,7186;127,134;16,8516;3,4;21,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,694643;0,3703
"Aug 27; 03:00 am";0;50,001;49,999;0;0;0,931478;0,991935;0;40,4489;0;0;0;0;0,142204;0,4569;0,179287;0;0;993;40,0714;120,983;16,7906;5,5;21,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,760985;0,3703
"Aug 27; 04:00 am";0;50,001;49,999;0;0;0,965442;0,992664;0;32,8801;0;0;0;0;0,142906;0,45018;0,176651;0;0;993;53,7022;112,494;16,7469;6,9;21,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,839808;0,3703
"Aug 27; 05:00 am";0;50,001;49,999;0;0;0,989108;0,993668;0;24,1194;0;0;0;0;0,142906;0,471185;0,184893;0;0;993;65,1536;102,491;16,5906;4,7;21,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,912696;0,3703
"Aug 27; 06:00 am";0;50,001;49,999;0;0;1,00136;0,996267;0;14,7859;0;0;0;0;0,142906;0,46307;0,181709;0;0;993;75,1995;91,566;16,5906;5,5;21,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,966886;0,3703
"Aug 27; 07:00 am";0;50,001;49,999;0;0,410328;1,00318;0,998692;0,607229;5,28362;0;-77,5924;0;0;0,141852;0,451851;0,177306;0;0;993;84,5908;80,6028;16,5781;5,7;21,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,995751;0,3703
"Aug 27; 08:00 am";0;50,001;49,999;0,997785;1;1,00259;0,999057;0,994186;3,81461;0;-69,4032;0,295089;0,391531;0,139362;0,440772;0,172959;0,3924;0;993;94,0742;69,0449;17,3563;4,7;22,2;1;-355,488;0;0;-0,3703;0;0;0;0;0,997785;0,3703
"Aug 27; 09:00 am";0;50,001;49,999;24,4268;1;1,0028;0,996918;1;12,2931;0,70913;-57,1505;7,2523;9,58507;0,135729;0,407743;0,159998;9,81;6,95657;993;104,541;57,6018;17,6141;5;23,2;25;-355,488;0;0;-0,3703;0;0;0;0;0,977071;0,3703
"Aug 27; 10:00 am";inf;293;393;145,037;1;0,996416;0,994952;1;19,6439;0,4195;-43,7746;42,7027;56,9126;4,00327;34,0194;13,3492;60,4296;25,3502;993;117,292;46,7565;17,825;4,7;24,7;154;-379,515;0;0;-0,395328;0;13,3176;0;0;0,9418;0,395328
"Aug 27; 11:00 am";inf;293;393;292,821;1;0,986601;0,993303;1;25,3422;0,5338;-28,9385;85,2233;114,903;3,91757;34,2498;13,4396;127,138;67,8661;993;134,385;37,3208;18,7094;5;26,6;324;23460,3;26,7905;26,7905;24,4378;0;0;0;67,8661;0,903768;2,35265
"Aug 27; 12:00 pm";inf;293;393;638,857;1;0,978206;0,993006;1;28,7953;0,582927;-12,6481;184,297;250,687;3,81562;34,9891;13,7297;286,06;166,752;993;158,279;30,8284;19,6422;6,9;28,9;729;50208,9;55,4094;55,4094;52,3009;0;0;33,6695;133,082;0,876346;3,10845
"Aug 27; 01:00 pm";inf;293;393;559,906;1;0,976374;0,992953;1;29,4516;0,569932;4,45281;161,21;219,707;3,75018;34,8081;13,6587;252,313;143,801;993;187,829;29,412;20,2047;6,9;30,4;643;50317,8;55,4094;55,4094;52,4144;0;0;10,7193;133,082;0,870771;2,99496
"Aug 27; 02:00 pm";inf;293;393;665,098;1;0,982259;0,99313;1;27,2311;0,597196;21,1595;192,686;260,984;3,69843;34,9182;13,7019;293,515;175,286;993;215,047;33,7357;20,8969;6,6;31,6;748;50165;55,4094;55,4094;52,2552;0;0;42,2038;133,082;0,889168;3,15417
"Aug 27; 03:00 pm";inf;293;393;613,116;1;0,991948;0,99412;1;22,5766;0,622351;36,6344;179,557;240,587;3,67275;34,9869;13,7288;260,554;162,156;993;235,131;42,023;20,2469;8,1;32,2;664;50231,8;55,4094;55,4094;52,3247;0;0;29,0736;133,082;0,923367;3,08462
"Aug 27; 04:00 pm";inf;293;393;622,837;1;1,00038;0,99594;1;16,0193;0,656341;50,6533;184,292;244,401;3,66422;35,0059;13,7363;254,275;166,891;993;249,632;52,3407;20,4078;8,1;32,4;648;50208,2;55,4094;55,4094;52,3002;0;0;33,8091;133,082;0,961169;3,10918
"Aug 27; 05:00 pm";inf;293;393;591,071;1;1,00367;0,997992;1;8,08172;0,676235;63,39;175,828;231,936;3,67275;35,0128;13,739;234,263;158,417;993;260,976;63,5829;20,7156;8,6;32,2;597;50250;55,4094;55,4094;52,3437;0;0;25,3344;133,082;0,990069;3,06564
"Aug 27; 06:00 pm";inf;293;393;268,976;0,910725;1,00064;0,999813;0,744031;0,758423;0,34966;74,7357;54,1529;105,546;3,71132;34,4876;13,5329;105,556;36,9086;993;270,786;75,155;20,2844;8,6;31,3;269;11006,5;13,124;13,124;11,4651;0;0;0;36,9086;0,999912;1,65883
"Aug 27; 07:00 pm";0;50,001;49,999;116,174;0;1,0035;0,997483;0;10,0918;0;0;0;45,5868;0,107712;0,159977;0,0627751;46,3032;0;993;280,107;86,5659;20,2391;7,8;30,2;118;-355,488;0;0;-0,3703;0;0;0;0;0,984528;0,3703
"Aug 27; 08:00 pm";0;50,001;49,999;0;0;0,99657;0,994985;0;19,5275;0;0;0;0;0,112003;0,201948;0,0792445;0;0;993;289,731;97,4691;20,6453;6,6;29,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,942481;0,3703
"Aug 27; 09:00 pm";0;50,001;49,999;0;0;0,978597;0,993018;0;28,6511;0;0;0;0;0,115781;0,213027;0,0835916;0;0;993;300,396;108,011;20,6437;8,1;28,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,877556;0,3703
"Aug 27; 10:00 pm";0;50,001;49,999;0;0;0,949163;0,992292;0;36,9324;0;0;0;0;0,119885;0,25472;0,099952;0;0;993;312,883;117,36;20,1516;7,2;27,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,799345;0,3703
"Aug 27; 11:00 pm";0;50,001;49,999;0;0;0,913627;0,991608;0;43,3855;0;0;0;0;0,123894;0,280054;0,109893;0;0;993;327,92;124,802;20,5969;7,8;26,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,726749;0,3703
"Aug 28; 12:00 am";0;50,001;49,999;0;0;0,883045;0,991096;0;47,4638;0;0;0;0;0,127809;0,317957;0,124766;0;0;993;345,704;129,417;20,0656;7,2;25,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,676056;0,3703
"Aug 28; 01:00 am";0;50,001;49,999;0;0;0,876076;0,990986;0;48,2675;0;0;0;0;0,132007;0,349828;0,137272;0;0;993;5,13159;130,366;19,6688;7,5;24,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,665654;0,3703
"Aug 28; 02:00 am";0;50,001;49,999;0;0;0,897712;0,991335;0;45,6317;0;0;0;0;0,136463;0,402338;0,157877;0;0;993;23,9455;127,445;19,2891;6;23;0;-355,488;0;0;-0,3703;0;0;0;0;0,699268;0,3703
"Aug 28; 03:00 am";0;50,001;49,999;0;0;0,933415;0,991973;0;40,0974;0;0;0;0;0,138642;0,409651;0,160747;0;0;993;40,3534;121,25;18,6109;7,2;22,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,764951;0,3703
"Aug 28; 04:00 am";0;50,001;49,999;0;0;0,966612;0,992693;0;32,5467;0;0;0;0;0,14079;0,420949;0,165181;0;0;993;54,0053;112,72;18,7531;8,1;21,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,842953;0,3703
"Aug 28; 05:00 am";0;50,001;49,999;0;0;0,989728;0,993763;0;23,7981;0;0;0;0;0,142204;0,443882;0,174179;0;0;993;65,4633;102,686;18,5094;6,9;21,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,914973;0,3703
"Aug 28; 06:00 am";0;50,001;49,999;0;0;1,00159;0,996351;0;14,4695;0;0;0;0;0,142556;0,458041;0,179735;0;0;993;75,5141;91,7402;19,2687;5,7;21,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,968281;0,3703
"Aug 28; 07:00 am";0;50,001;49,999;166,373;0,395019;1,00307;0,998771;0,602962;4,96814;0,175149;-77,6809;11,7902;65,2846;0,139362;0,441356;0,173188;65,5308;11,4777;993;84,9154;80,7644;19,5047;5,2;22,2;167;-355,488;0;0;-0,3703;0;0;0;0;0,996243;0,3703
"Aug 28; 08:00 am";inf;293;393;398,956;1;1,00274;0,998976;0,986612;4,14057;0,634323;-69,5672;117,098;156,55;4,05351;34,3557;13,4812;156,96;99,5633;993;94,4175;69,2071;19,6938;3,8;23,6;400;33455,2;37,435;37,435;34,8492;0;0;0;92,0518;0,99739;2,58583
"Aug 28; 09:00 am";inf;293;393;664,518;1;1,00265;0,996831;1;12,6314;0,672166;-57,2933;197,247;260,757;3,97606;34,7908;13,6519;267,224;179,619;993;104,913;57,7762;20,4953;4;25,3;681;50142;55,4094;55,4094;52,2313;0;0;46,537;133,082;0,975797;3,17811
"Aug 28; 10:00 am";inf;293;393;802,511;1;0,99594;0,994854;1;19,9974;0,651926;-43,8834;236,143;314,905;3,8997;35,1102;13,7772;335,11;218,467;993;117,699;46,9591;20,2422;5;27;854;49914,9;55,4094;55,4094;51,9947;0;0;85,3843;133,082;0,939708;3,41467
"Aug 28; 11:00 am";inf;293;393;707,287;1;0,985801;0,993247;1;25,7099;0,610547;-28,9943;205,672;277,539;3,83321;35,0905;13,7695;308,034;188,069;993;134,808;37,573;20,6094;6,6;28,5;785;50095,8;55,4094;55,4094;52,1832;0;0;54,9871;133,082;0,901002;3,2262
"Aug 28; 12:00 pm";inf;293;393;302,121;1;0,977171;0,992976;1;29,1695;0,514047;-12,6288;87,0609;118,552;3,79371;34,3395;13,4748;135,77;69,7924;993;158,61;31,1456;20,4156;6,3;29,4;346;24263,6;27,6433;27,6433;25,2746;0;0;0;69,7924;0,873182;2,3687
"Aug 28; 01:00 pm";inf;293;393;761,769;1;0,97532;0,992923;1;29,817;0,58531;4,5589;219,088;298,918;3,75018;34,8691;13,6826;344,527;201,655;993;187,896;29,7706;20,4;4,7;30,4;878;50017,8;55,4094;55,4094;52,1019;0;0;68,5731;133,082;0,867618;3,30745
"Aug 28; 02:00 pm";inf;293;393;344,825;1;0,981415;0,993104;1;27,5709;0,541528;21,3417;99,8111;135,309;3,74152;34,1713;13,4088;152,644;82,6607;993;214,876;34,0832;20,5609;4,7;30,6;389;29607,5;33,3193;33,3193;30,8412;0;0;0;82,6607;0,886439;2,47812
"Aug 28; 03:00 pm";inf;293;393;563,837;1;0,991412;0,994031;1;22,8827;0,615135;36,867;165,022;221,25;3,72855;34,58;13,5692;240,149;147,724;993;234,874;42,3392;20,8219;5;30,9;612;50300,1;55,4094;55,4094;52,396;0;0;14,6418;133,082;0,921303;3,01339
"Aug 28; 04:00 pm";-nan(ind);293;393;6,71885;1;1,00014;0,995866;1;16,2937;0;50,9143;1,98742;2,63648;3,74585;33,5068;13,1481;2,7468;0;993;249,365;52,6324;20,5;4;30,5;7;-355,488;0;0;-0,3703;0;0;0;0;0,959836;0,3703
"Aug 28; 05:00 pm";-nan(ind);293;393;2,96834;1;1,00367;0,997929;1;8,33111;0;63,6666;0,882952;1,16478;3,78934;33,5;13,1454;1,1772;0;993;260,72;63,8611;20,2813;3,8;29,5;3;-355,488;0;0;-0,3703;0;0;0;0;0,989447;0,3703
"Aug 28; 06:00 pm";inf;293;393;205,991;0,885447;1,00045;0,99987;0,737352;0,525778;0,282384;74,876;39,9538;80,831;3,8244;33,9018;13,3031;80,8344;22,8264;993;270,545;75,4288;20,0281;4;28,7;206;-375,847;0;0;-0,391508;0;3,83718;0;0;0,999958;0,391508
"Aug 28; 07:00 pm";0;50,001;49,999;274,874;0;1,00354;0,997541;0;9,86609;0;0;0;107,86;0,118255;0,309605;0,121489;109,48;0;993;279,879;86,8315;18,8719;3;27,7;279;-355,488;0;0;-0,3703;0;0;0;0;0,985211;0,3703
"Aug 28; 08:00 pm";0;50,001;49,999;0;0;0,996866;0,995048;0;19,2987;0;0;0;0;0,123497;0,328431;0,128876;0;0;993;289,515;97,7602;19,2125;3,6;26,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,943809;0,3703
"Aug 28; 09:00 pm";0;50,001;49,999;0;0;0,97925;0,993037;0;28,4077;0;0;0;0;0,12858;0,357586;0,140317;0;0;993;300,198;108,32;18,3031;4,3;25,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,879585;0,3703
"Aug 28; 10:00 pm";0;50,001;49,999;0;0;0,950379;0,992318;0;36,6615;0;0;0;0;0,133507;0,396891;0,15574;0;0;993;312,718;117,691;17,55;4,3;23,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,802177;0,3703
"Aug 28; 11:00 pm";0;50,001;49,999;0;0;0,915676;0,991644;0;43,0731;0;0;0;0;0,138281;0,466628;0,183105;0;0;993;327,819;125,154;16,875;2,1;22,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,730483;0,3703
"Aug 29; 12:00 am";0;50,001;49,999;0;0;0,886;0,991144;0;47,1106;0;0;0;0;0,142906;0,502529;0,197193;0;0;993;345,706;129,778;16,0438;2,2;21,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,680585;0,3703
"Aug 29; 01:00 am";0;50,001;49,999;0;0;0,879379;0,991038;0;47,8915;0;0;0;0;0,146365;0,518127;0,203313;0;0;993;5,26092;130,715;16,6063;3,2;20,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,670537;0,3703
"Aug 29; 02:00 am";0;50,001;49,999;0;0;0,900501;0,991382;0;45,2593;0;0;0;0;0,150072;0,553004;0,216999;0;0;993;24,1773;127,758;15,975;3;19,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,703899;0,3703
"Aug 29; 03:00 am";0;50,001;49,999;0;0;0,935329;0,99201;0;39,7428;0;0;0;0;0,152051;0,575421;0,225795;0;0;993;40,6402;121,517;15,6875;2,6;18,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,768922;0,3703
"Aug 29; 04:00 am";0;50,001;49,999;0;0;0,967768;0,992722;0;32,2102;0;0;0;0;0,154002;0,60475;0,237304;0;0;993;54,3125;112,948;15,3609;1,7;17,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,846099;0,3703
"Aug 29; 05:00 am";0;50,001;49,999;0;0;0,99034;0,993859;0;23,4736;0;0;0;0;0,155285;0,625678;0,245516;0;0;993;65,7765;102,882;15,0781;1,1;17,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,917244;0,3703
"Aug 29; 06:00 am";0;50,001;49,999;7,75728;0;1,0018;0,996435;0;14,1499;0;0;0;3,04396;0,155285;0,61788;0,242456;3,1392;0;993;75,8318;91,9147;14,8828;1,6;17,5;8;-355,488;0;0;-0,3703;0;0;0;0;0,96966;0,3703
"Aug 29; 07:00 am";inf;293;393;339,878;0,379737;1,00295;0,99885;0,59868;4,64976;0,0402404;-77,7698;22,9887;133,368;4,28289;33,9484;13,3213;133,808;5,38451;993;85,2427;80,9264;15,3797;1,5;18,7;341;-354,871;0;0;-0,369657;0;0;0;0;0,996709;0,369657
"Aug 29; 08:00 am";inf;293;393;626,09;1;1,00288;0,998895;0,979016;4,46955;0,668521;-69,7314;182,36;245,678;4,19286;34,214;13,4256;246,427;164,742;993;94,7633;69,3703;16,4594;0,9;20,6;628;50218,9;55,4094;55,4094;52,3114;0;0;18,0548;133,082;0,996959;3,09796
"Aug 29; 09:00 am";inf;293;393;704,547;1;1,00248;0,996742;1;12,9728;0,674709;-57,4364;209,075;276,464;4,10421;34,5376;13,5526;283,705;191,418;993;105,288;57,952;17,3047;1,8;22,5;723;50077;55,4094;55,4094;52,1636;0;0;58,3361;133,082;0,974477;3,24578
"Aug 29; 10:00 am";inf;293;393;774,426;1;0,995442;0,994754;1;20,354;0,648124;-43,9924;227,743;303,885;4,01693;34,7968;13,6543;324,122;210,072;993;118,108;47,1639;17,4078;2,8;24,4;826;49967,2;55,4094;55,4094;52,0492;0;0;76,9893;133,082;0,937562;3,3602
"Aug 29; 11:00 am";inf;293;393;775,126;1;0,984973;0,993219;1;26,0807;0,612979;-29,0496;225,203;304,159;3,93999;34,8705;13,6832;338,641;207,58;993;135,23;37,8278;17,5844;3,6;26,1;863;49982,4;55,4094;55,4094;52,065;0;0;74,4979;133,082;0,898176;3,34439
"Aug 29; 12:00 pm";inf;293;393;766,43;1;0,976102;0,992945;1;29,5466;0,587182;-12,6078;220,61;300,747;3,873;35,0311;13,7462;345,704;202,991;993;158,94;31,4655;18,225;5,2;27,6;881;50009,9;55,4094;55,4094;52,0937;0;0;69,909;133,082;0,869955;3,3157
"Aug 29; 01:00 pm";inf;293;393;758,95;1;0,974232;0,992893;1;30,1849;0,581917;4,66787;218,027;297,812;3,8244;34,9558;13,7166;344,527;200,486;993;187,964;30,132;18,075;5;28,7;878;50024,7;55,4094;55,4094;52,1091;0;0;67,404;133,082;0,864407;3,30027
"Aug 29; 02:00 pm";inf;293;393;772,32;1;0,980545;0,993077;1;27,9128;0,600067;21,5276;223,347;303,058;3,79371;35,0559;13,7559;342,958;205,798;993;214,709;34,4338;17,7984;5,7;29,4;874;49993,1;55,4094;55,4094;52,0762;0;0;72,7153;133,082;0,883661;3,33318
"Aug 29; 03:00 pm";inf;293;393;778,563;1;0,99086;0,993942;1;23,1905;0,632594;37,1038;227,719;305,508;3,78062;34,8825;13,6879;332,363;210,251;993;234,62;42,659;17,5906;4,3;29,7;847;49966,1;55,4094;55,4094;52,048;0;0;77,1686;133,082;0,919201;3,36135
"Aug 29; 04:00 pm";inf;293;393;762,947;1;0,999884;0,995793;1;16,5693;0,666502;51,1792;225,603;299,38;3,78062;34,7621;13,6406;312,35;208,182;993;249,099;52,9275;17,7859;3,6;29,7;796;49978,7;55,4094;55,4094;52,0612;0;0;75,1;133,082;0,958476;3,3482
"Aug 29; 05:00 pm";inf;293;393;694,141;1;1,00366;0,997866;1;8,58151;0,686112;63,9468;206,463;272,381;3,80684;34,8015;13,6561;275,465;189;993;260,465;64,1425;17,7719;4,5;29,1;702;50090,6;55,4094;55,4094;52,1778;0;0;55,9175;133,082;0,988805;3,23161
"Aug 29; 06:00 pm";inf;293;393;508,993;0,859957;1,00025;0,999928;0,730574;0,292425;0,388492;75,0183;94,9872;199,729;3,8597;34,4884;13,5333;199,732;77,5942;993;270,303;75,7057;17,3141;4,3;27,9;509;27508,7;31,0895;31,0895;28,6549;0;0;0;77,5942;0,999987;2,43458
"Aug 29; 07:00 pm";0;50,001;49,999;92,6729;0;1,00357;0,997598;0;9,63921;0;0;0;36,3648;0,123497;0,309734;0,121539;36,8856;0;993;279,649;87,0981;17,1031;5,2;26,4;94;-355,488;0;0;-0,3703;0;0;0;0;0,985882;0,3703
"Aug 29; 08:00 pm";0;50,001;49,999;0;0;0,997157;0,995112;0;19,0684;0;0;0;0;0,127809;0,358385;0,14063;0;0;993;289,298;98,054;17,3312;3,8;25,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,945129;0,3703
"Aug 29; 09:00 pm";0;50,001;49,999;0;0;0,979898;0,993057;0;28,1624;0;0;0;0;0,132007;0,415846;0,163178;0;0;993;299,999;108,632;17,0906;2,2;24,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,881613;0,3703
"Aug 29; 10:00 pm";0;50,001;49,999;0;0;0,951585;0,992344;0;36,3884;0;0;0;0;0,136096;0,452881;0,177711;0;0;993;312,552;118,025;16,3422;1,9;23,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,805014;0,3703
"Aug 29; 11:00 pm";0;50,001;49,999;0;0;0,917705;0,991681;0;42,7581;0;0;0;0;0,140077;0,484403;0,19008;0;0;993;327,717;125,509;15,75;1,9;22;0;-355,488;0;0;-0,3703;0;0;0;0;0,734226;0,3703
"Aug 30; 12:00 am";0;50,001;49,999;0;0;0,888915;0,991191;0;46,7548;0;0;0;0;0,143953;0,515925;0,202449;0;0;993;345,711;130,143;15,2359;1,9;20,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,685122;0,3703
"Aug 30; 01:00 am";0;50,001;49,999;0;0;0,88263;0,99109;0;47,5128;0;0;0;0;0,146023;0,533119;0,209196;0;0;993;5,39401;131,065;14,9875;1,9;20,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,675425;0,3703
"Aug 30; 02:00 am";0;50,001;49,999;0;0;0,903248;0,991428;0;44,8841;0;0;0;0;0,148399;0,554728;0,217675;0;0;993;24,4141;128,072;14,9125;1,8;19,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,708535;0,3703
"Aug 30; 03:00 am";0;50,001;49,999;0;0;0,937219;0,992047;0;39,3853;0;0;0;0;0,149405;0,552071;0,216633;0;0;993;40,9319;121,786;14,6906;2,6;19,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,772897;0,3703
"Aug 30; 04:00 am";0;50,001;49,999;0;0;0,96891;0,992751;0;31,8705;0;0;0;0;0,150735;0,550082;0,215852;0;0;993;54,6239;113,175;14,8375;3,8;18,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,849243;0,3703
"Aug 30; 05:00 am";0;50,001;49,999;0;0;0,990941;0,993955;0;23,146;0;0;0;0;0,151395;0,554042;0,217406;0;0;993;66,0932;103,078;15,3797;4;18,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,919506;0,3703
"Aug 30; 06:00 am";0;50,001;49,999;7,76816;0;1,002;0,996519;0;13,8273;0;0;0;3,04823;0,151395;0,560582;0,219973;3,1392;0;993;76,1525;92,0896;15,2625;3,4;18,7;8;-355,488;0;0;-0,3703;0;0;0;0;0,971021;0,3703
"Aug 30; 07:00 am";0;50,001;49,999;259,258;0,364481;1,00282;0,99893;0,594381;4,3286;0,160259;-77,8589;16,7096;101,733;0,147725;0,539342;0,211638;102,024;16,3502;993;85,5728;81,0891;15,6203;3,2;19,8;260;-355,488;0;0;-0,3703;0;0;0;0;0,997148;0,3703
"Aug 30; 08:00 am";inf;293;393;560,028;1;1,00301;0,998812;0,971398;4,80144;0,653857;-69,896;161,856;219,755;4,14603;34,4445;13,516;220,529;144,194;993;95,1114;69,5345;15,975;2,4;21,6;562;50316,1;55,4094;55,4094;52,4126;0;0;8,47322;133,082;0,996491;2,99679
"Aug 30; 09:00 am";inf;293;393;732,752;1;1,0023;0,996653;1;13,317;0,675883;-57,5799;217,386;287,532;4,05351;34,7206;13,6243;295,477;199,708;993;105,664;58,1293;17,35;2,6;23,6;753;50029,3;55,4094;55,4094;52,1139;0;0;66,6257;133,082;0,973111;3,29551
"Aug 30; 10:00 am";inf;293;393;767,931;1;0,994923;0,994653;1;20,7135;0,646073;-44,1016;225,692;301,336;3,96251;34,6341;13,5904;322,16;208,139;993;118,518;47,3709;17,2016;2,2;25,6;821;49979;55,4094;55,4094;52,0614;0;0;75,057;133,082;0,935361;3,34793
"Aug 30; 11:00 am";inf;293;393;768,158;1;0,984116;0,99319;1;26,4544;0,610577;-29,1044;222,978;301,425;3,88633;34,4625;13,5231;336,679;205,569;993;135,651;38,0853;17,4562;1,7;27,3;858;49994,5;55,4094;55,4094;52,0776;0;0;72,4865;133,082;0,895289;3,33175
"Aug 30; 12:00 pm";inf;293;393;759,199;1;0,974998;0,992914;1;29,9266;0,584522;-12,5853;218,275;297,91;3,82001;34,4803;13,5301;343,742;200,925;993;159,267;31,7882;17,55;2,1;28,8;876;50022,1;55,4094;55,4094;52,1064;0;0;67,8428;133,082;0,866665;3,30296
"Aug 30; 01:00 pm";inf;293;393;582,991;1;0,973111;0,992862;1;30,5553;0,564996;4,7797;167,281;228,766;3,77626;34,1763;13,4108;265,655;150,094;993;188,034;30,496;17,6516;2,2;29,8;677;50289,3;55,4094;55,4094;52,3847;0;0;17,0117;133,082;0,861139;3,02471
"Aug 30; 02:00 pm";inf;293;393;340,002;1;0,97965;0,993049;1;28,2568;0,536345;21,7172;98,2328;133,417;3,75452;33,741;13,24;151,466;81,2383;993;214,546;34,7876;17,8;2,1;30,3;386;29019;32,694;32,694;30,2281;0;0;0;81,2383;0,880835;2,46584
"Aug 30; 03:00 pm";inf;293;393;458,531;1;0,990291;0,993851;1;23,4998;0,596007;37,3445;134,025;179,927;3,74585;34,002;13,3424;196,2;116,937;993;234,367;42,9823;18,1563;2,4;30,5;500;43691,3;48,3007;48,3007;45,5118;0;0;0;116,937;0,917061;2,78896
