"Time stamp";"Field HTF mass flow rate total | (kg/s)";"Field HTF temperature cold header inlet | (C)";"Field HTF temperature hot header outlet | (C)";"Field collector DNI-cosine product | (W/m2)";"Field collector fraction of time period tracking";"Field collector incidence angle modifier";"Field collector optical end loss";"Field collector row shadowing loss";"Field collector solar incidence angle | (deg)";"Field collector thermal and optical efficiency";"Field collector tracking angle | (deg)";"Field thermal power absorbed | (MWt)";"Field thermal power incident after cosine | (MWt)";"Field thermal power pipe losses | (MWt)";"Field thermal power receiver heat loss | (kJ/hr-m2)";"Field thermal power receiver total loss | (MWt)";"Field thermal power total incident | (MWt)";"Field thermal power total produced | (MWt)";"Resource Pressure | (mbar)";"Resource Solar Azimuth | (deg)";"Resource Solar Zenith | (deg)";"Resource Wet bulb temperature | (C)";"Resource Wind Speed | (m/s)";"Resource Dry bulb temperature | (C)";"Resource Beam normal irradiance | (W/m2)";"System power generated | (kW)";"Cycle electrical power output (gross) | (MWe)";"Cycle electrical power output (gross; solar share) | (MWe)";"Cycle electrical power output (net) | (MWe)";"Cycle thermal energy dumped - TES is full | (MWt)";"Cycle thermal energy dumped - min, load requirement | (MWt)";"Cycle thermal energy dumped - solar field | (MWt)";"Cycle thermal power input | (MWt)";"Field collector cosine efficiency";"Parasitic power total consumption | (MWe)"
"Oct 10; 03:00 pm";inf;293;393;354,566;1;0,951158;0,992335;1;36,4858;0,472168;49,2938;99,3895;139,132;3,99419;34,8815;13,6875;173,048;81,7078;995;225,707;57,5782;17,1656;9,3;24,9;441;29213,3;32,9004;32,9004;30,4306;0;0;0;81,7078;0,804004;2,46989
"Oct 10; 04:00 pm";inf;293;393;195,182;1;0,979126;0,993034;1;28,4544;0,444664;64,2142;56,3604;76,5892;4,01693;34,6777;13,6075;87,1128;38,7359;995;238,958;66,7934;16,7437;9,6;24,4;222;11757,4;13,9197;13,9197;12,2473;0;0;0;38,7359;0,879196;1,67241
"Oct 10; 05:00 pm";-nan(ind);293;393;102,842;0,731282;0,996799;0,995034;0,699389;19,3509;0;75,6718;15,4936;40,3553;4,0627;34,5288;13,5491;42,7716;0;995;250,076;77,2693;16,7594;9,3;23,4;109;-355,488;0;0;-0,3703;0;0;0;0;0,943507;0,3703
"Oct 10; 06:00 pm";0;50,001;49,999;0;0;1,0035;0,997493;0;10,0542;0;0;0;0;0,13972;0,380422;0,149278;0;0;995;259,945;88,2261;16,5531;12,2;22,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,984643;0,3703
"Oct 10; 07:00 pm";0;50,001;49,999;0;0;1,00054;0,999844;0;0,631392;0;0;0;0;0,141852;0,405907;0,159278;0;0;995;269,357;99,5926;16,7344;11,4;21,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,999939;0,3703
"Oct 10; 08:00 pm";0;50,001;49,999;0;0;1,00367;0,997908;0;8,41329;0;0;0;0;0,143605;0,430781;0,169038;0;0;995;279,098;111,19;16,4297;10,2;21;0;-355,488;0;0;-0,3703;0;0;0;0;0,989238;0,3703
"Oct 10; 09:00 pm";0;50,001;49,999;0;0;0,999806;0,99577;0;16,6519;0;0;0;0;0,14568;0,458965;0,180098;0;0;995;290,116;122,446;16,65;9;20,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,958063;0,3703
"Oct 10; 10:00 pm";0;50,001;49,999;0;0;0,990166;0,993832;0;23,5663;0;0;0;0;0,147725;0,4959;0,194591;0;0;995;303,767;132,829;16,9875;6,7;19,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,916598;0,3703
"Oct 10; 11:00 pm";0;50,001;49,999;0;0;0,979543;0,993046;0;28,2973;0;0;0;0;0,149405;0,50165;0,196848;0;0;995;321,978;141,395;16,6437;8;19,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,8805;0,3703
"Oct 11; 12:00 am";0;50,001;49,999;0;0;0,972505;0,992846;0;30,752;0;0;0;0;0,151395;0,530444;0,208146;0;0;995;346,237;146,54;16,6688;6,7;18,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,859388;0,3703
"Oct 11; 01:00 am";0;50,001;49,999;0;0;0,97243;0,992844;0;30,7761;0;0;0;0;0,153355;0,562937;0,220896;0;0;995;13,844;146,548;16,3422;5;18,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,859173;0,3703
"Oct 11; 02:00 am";0;50,001;49,999;0;0;0,979469;0,993044;0;28,3251;0;0;0;0;0,155604;0,59313;0,232744;0;0;995;38,1177;141,417;15,9937;4;17,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,880269;0,3703
"Oct 11; 03:00 am";0;50,001;49,999;0;0;0,990462;0,993878;0;23,4075;0;0;0;0;0,157502;0,601137;0,235886;0;0;995;56,3472;132,862;15,6281;5,2;16,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,917703;0,3703
"Oct 11; 04:00 am";0;50,001;49,999;0;0;0,999936;0,995807;0;16,514;0;0;0;0;0,158439;0,628593;0,24666;0;0;995;70,0147;122,491;15,9922;3,1;16,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,95875;0,3703
"Oct 11; 05:00 am";0;50,001;49,999;0;0;1,00367;0,997945;0;8,26987;0;0;0;0;0,159679;0,660153;0,259044;0;0;995;81,0479;111,248;14,9672;1,4;16,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,989602;0,3703
"Oct 11; 06:00 am";0;50,001;49,999;0;0;1,00067;0,999804;0;0,792022;0;0;0;0;0,160294;0,65567;0,257285;0;0;995;90,8064;99,6683;14,9625;2,2;15,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,999904;0,3703
"Oct 11; 07:00 am";0;50,001;49,999;0;0;1,00347;0,997446;0;10,2385;0;0;0;0;0,160906;0,667422;0,261896;0;0;995;100,239;88,3149;14,6844;1,7;15,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,984076;0,3703
"Oct 11; 08:00 am";0;50,001;49,999;0,942293;0,719382;0,996527;0,994976;0,695016;19,5597;0;-75,7633;0,138731;0,369756;0,159679;0,652286;0,255957;0,3924;0;995;110,13;77,3986;15,475;2;16,1;1;-355,488;0;0;-0,3703;0;0;0;0;0,942293;0,3703
"Oct 11; 09:00 am";0;50,001;49,999;42,1013;1;0,978453;0,993014;1;28,7042;0,624196;-64,3795;12,1485;16,5206;0,154324;0,604884;0,237357;18,8352;11,7569;995;121,27;66,9645;15,8469;2;17,8;48;-355,488;0;0;-0,3703;0;0;0;0;0,877111;0,3703
"Oct 11; 10:00 am";inf;293;393;121,746;1;0,949859;0,992307;1;36,778;0,279503;-49,4501;34,0795;47,7732;4,21642;33,6192;13,1922;59,6448;16,6709;995;134,531;57,8032;18,0297;1,9;20,1;152;-367,572;0;0;-0,382888;0;9,43861;0;0;0,800961;0,382888
"Oct 11; 11:00 am";inf;293;393;196,992;1;0,915194;0,991636;1;43,1471;0,336744;-31,7222;53,0942;77,2997;4,11348;33,9025;13,3033;105,948;35,6774;995;150,709;50,7412;17,1437;3,1;22,3;270;10502,1;12,5894;12,5894;10,9397;0;0;0;35,6774;0,7296;1,64976
"Oct 11; 12:00 pm";inf;293;393;219,104;1;0,888645;0,991186;1;46,788;0,317936;-10,9944;57,3148;85,9763;4,03062;34,0509;13,3616;125,568;39,9226;995;169,842;46,8116;16,9906;4,2;24,1;320;12246,4;14,4379;14,4379;12,7566;0;0;0;39,9226;0,684699;1,68128
"Oct 11; 01:00 pm";inf;293;393;184,872;1;0,888654;0,991186;1;46,787;0,292371;11,1498;48,3607;72,5439;3,98059;34,1591;13,404;105,948;30,9761;995;190,297;46,8416;17,5828;5,6;25,2;270;8588,7;10,5622;10,5622;8,94656;0;0;0;30,9761;0,684712;1,61565
"Oct 11; 02:00 pm";inf;293;393;141,54;1;0,915187;0,991636;1;43,1482;0,273771;31,8708;38,1482;55,5403;3,96251;34,0079;13,3447;76,1256;20,841;995;209,392;50,8248;17,3969;5;25,6;194;4554,99;6,29012;6,29012;4,74478;0;0;0;20,841;0,729588;1,54534
"Oct 11; 03:00 pm";inf;293;393;195,409;1;0,949813;0,992306;1;36,7882;0,389753;49,5944;54,6966;76,6783;3,95349;34,2151;13,426;95,7456;37,3171;995;225,52;57,9267;17,5578;5,9;25,8;244;11174,2;13,3016;13,3016;11,6398;0;0;0;37,3171;0,800855;1,66186
"Oct 11; 04:00 pm";inf;293;393;164,858;1;0,978387;0,993012;1;28,7288;0,408074;64,5244;47,5673;64,6903;3,96702;34,3937;13,4961;73,7712;30,1041;995;238,735;67,1161;16,9844;7,7;25,5;188;8236,34;10,1889;10,1889;8,57952;0;0;0;30,1041;0,876905;1,60942
"Oct 11; 05:00 pm";-nan(ind);293;393;35,7986;0,706274;0,996477;0,994965;0,691591;19,5981;0;75,8349;5,14869;14,0474;4,01693;34,1465;13,3991;14,9112;0;995;249,836;77,5705;16,275;7,1;24,4;38;-355,488;0;0;-0,3703;0;0;0;0;0,942069;0,3703
"Oct 11; 06:00 pm";0;50,001;49,999;0;0;1,00345;0,997429;0;10,3049;0;0;0;0;0,136096;0,405525;0,159128;0;0;995;259,695;88,4847;15,8734;5,4;23,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,98387;0,3703
"Oct 11; 07:00 pm";0;50,001;49,999;0;0;1,00074;0,999781;0;0,885761;0;0;0;0;0,13972;0,438405;0,17203;0;0;995;269,098;99,8775;15,9672;5,2;22,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,99988;0,3703
"Oct 11; 08:00 pm";0;50,001;49,999;0;0;1,00367;0,997976;0;8,14599;0;0;0;0;0,142906;0,470134;0,184481;0;0;995;278,828;111,478;15,1844;4,8;21,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,98991;0,3703
"Oct 11; 09:00 pm";0;50,001;49,999;0;0;1,00007;0,995848;0;16,3635;0;0;0;0;0,146365;0,506792;0,198865;0;0;995;289,835;122,749;14,6531;4,2;20,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,959494;0,3703
"Oct 11; 10:00 pm";0;50,001;49,999;0;0;0,990751;0,993924;0;23,2503;0;0;0;0;0,149405;0,529999;0,207972;0;0;995;303,494;133,157;14,5344;4,6;19,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,918789;0,3703
"Oct 11; 11:00 pm";0;50,001;49,999;0;0;0,98044;0,993073;0;27,9538;0;0;0;0;0,152705;0,564133;0,221366;0;0;995;321,771;141,756;13,7687;4,2;18,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,883326;0,3703
"Oct 12; 12:00 am";0;50,001;49,999;0;0;0,973639;0,992877;0;30,382;0;0;0;0;0,155923;0,602909;0,236581;0;0;995;346,221;146,922;13,55;3,3;17,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,862672;0,3703
"Oct 12; 01:00 am";0;50,001;49,999;0;0;0,973595;0,992876;0;30,3965;0;0;0;0;0,158439;0,633797;0,248702;0;0;995;14,0892;146,906;13,375;2,6;16,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,862545;0,3703
"Oct 12; 02:00 am";0;50,001;49,999;0;0;0,980447;0,993074;0;27,9508;0;0;0;0;0,160906;0,659253;0,258691;0;0;995;38,5042;141,716;13,1219;2,4;15,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,88335;0,3703
"Oct 12; 03:00 am";0;50,001;49,999;0;0;0,991125;0,993985;0;23,0436;0;0;0;0;0,163323;0,672365;0,263836;0;0;995;56,7515;133,107;12,7906;3,5;14,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,920207;0,3703
"Oct 12; 04:00 am";0;50,001;49,999;0;0;1,00025;0,995902;0;16,1627;0;0;0;0;0,164513;0,682663;0,267877;0;0;995;70,3961;122,7;12,3906;3,7;14,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,960475;0,3703
"Oct 12; 05:00 am";0;50,001;49,999;0;0;1,00366;0,99803;0;7,93017;0;0;0;0;0,165984;0,713656;0,280039;0;0;995;81,4042;111,439;12,2422;1,9;14;0;-355,488;0;0;-0,3703;0;0;0;0;0,990437;0,3703
"Oct 12; 06:00 am";0;50,001;49,999;0;0;1,00092;0,999723;0;1,12392;0;0;0;0;0,166857;0,724397;0,284253;0;0;995;91,145;99,8549;11,8641;1,7;13,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,999808;0,3703
"Oct 12; 07:00 am";0;50,001;49,999;0;0;1,00339;0,997362;0;10,5682;0;0;0;0;0,166857;0,71464;0,280425;0;0;995;100,569;88,4867;12,1375;2,7;13,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,983037;0,3703
"Oct 12; 08:00 am";inf;293;393;128,83;0,703036;0,996091;0,994885;0,689919;19,8865;0,00948496;-75,8699;18,3907;50,5531;4,46714;34,1837;13,4137;53,7588;0,5099;995;110,456;77,6082;12,8687;4;14,9;137;-355,488;0;0;-0,3703;0;0;0;0;0,940368;0,3703
"Oct 12; 09:00 am";inf;293;393;115,394;1;0,977506;0,992986;1;29,0495;0,30061;-64,5713;33,2644;45,2808;4,38402;33,919;13,3098;51,7968;15,5706;995;121,592;67,2035;13,8266;2,9;16,6;132;-366,193;0;0;-0,381451;0;0;0;0;0,874201;0,381451
"Oct 12; 10:00 am";inf;293;393;453,586;1;0,948218;0,992272;1;37,14;0,487563;-49,6127;126,745;177,987;4,29724;34,6254;13,587;223,276;108,861;995;134,838;58,0817;14,4937;4,2;18,4;569;39170,7;43,4995;43,4995;40,8028;0;0;0;105,952;0,797163;2,69674
"Oct 12; 11:00 am";inf;293;393;508,274;1;0,912696;0,991592;1;43,5254;0,431722;-31,8159;136,612;199,447;4,22114;34,751;13,6363;275,072;118,755;995;150,967;51,0656;15;5;20;701;44441,3;49,0994;49,0994;46,293;0;0;0;118,755;0,725069;2,80635
"Oct 12; 12:00 pm";inf;293;393;450,717;1;0,885501;0,991136;1;47,1709;0,383724;-10,9702;117,479;176,861;4,16004;34,3743;13,4885;260,161;99,8301;995;169,996;47,1758;15,2844;3,5;21,3;663;36672,3;40,8304;40,8304;38,2004;0;0;0;99,8301;0,679814;2,63007
"Oct 12; 01:00 pm";inf;293;393;243,451;1;0,885641;0,991138;1;47,154;0,327129;11,3086;63,4652;95,53;4,11348;34,1409;13,3969;140,479;45,9548;995;190,308;47,2226;15,5031;4,2;22,3;358;14744,6;17,0861;17,0861;15,3589;0;0;0;45,9548;0,68003;1,72717
"Oct 12; 02:00 pm";inf;293;393;549,983;1;0,912975;0,991597;1;43,4836;0,437701;32,1262;147,869;215,813;4,08572;34,6424;13,5937;297,439;130,189;995;209,28;51,1957;15,7125;4,4;22,9;758;49204,9;54,1735;54,1735;51,2551;0;0;0;130,189;0,725572;2,9184
"Oct 12; 03:00 pm";inf;293;393;528,077;1;0,948451;0,992277;1;37,0891;0,500387;49,893;147,597;207,217;4,0765;34,4947;13,5357;259,769;129,985;995;225,333;58,2729;15,5609;3,5;23,1;662;49118,8;54,0817;54,0817;51,1654;0;0;0;129,985;0,797699;2,91635
"Oct 12; 04:00 pm";inf;293;393;189,788;1;0,977637;0,99299;1;29,0022;0,437464;64,8322;54,7173;74,473;4,09496;34,0775;13,372;85,1508;37,2504;995;238,512;67,4364;15,3953;4,2;22,7;217;11146,8;13,2726;13,2726;11,6112;0;0;0;37,2504;0,874601;1,66136
"Oct 12; 05:00 pm";inf;293;393;139,211;0,681504;0,996147;0,994896;0,683844;19,8451;0,0278989;75,9968;19,0956;54,6263;4,14603;33,9687;13,3293;58,0752;1,62023;995;249,597;77,8692;14,9594;3,8;21,6;148;-355,488;0;0;-0,3703;0;1,62023;0;0;0,940614;0,3703
"Oct 12; 06:00 pm";0;50,001;49,999;1,96616;0;1,0034;0,997365;0;10,5553;0;0;0;0,77152;0,14568;0,508677;0,199605;0,7848;0;995;259,445;88,736;14,3844;3,5;20,4;2;-355,488;0;0;-0,3703;0;0;0;0;0,983078;0,3703
"Oct 12; 07:00 pm";0;50,001;49,999;0;0;1,00094;0,999719;0;1,14016;0;0;0;0;0,147725;0,542982;0,213066;0;0;995;268,837;100,159;14,5656;2,2;19,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,999802;0,3703
"Oct 12; 08:00 pm";0;50,001;49,999;0;0;1,00366;0,998043;0;7,87864;0;0;0;0;0,149739;0,55499;0,217778;0;0;995;278,556;111,764;14,3172;2,6;19,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,990561;0,3703
"Oct 12; 09:00 pm";0;50,001;49,999;0;0;1,00033;0,995925;0;16,0752;0;0;0;0;0,151724;0,577655;0,226672;0;0;995;289,553;123,048;14,1859;2,2;18,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,960899;0,3703
"Oct 12; 10:00 pm";0;50,001;49,999;0;0;0,991319;0,994016;0;22,935;0;0;0;0;0,153679;0,603401;0,236774;0;0;995;303,217;133,481;13,7813;1,6;18;0;-355,488;0;0;-0,3703;0;0;0;0;0,920948;0,3703
"Oct 12; 11:00 pm";0;50,001;49,999;0;0;0,981312;0,9931;0;27,6118;0;0;0;0;0,155285;0,622263;0,244176;0;0;995;321,559;142,114;13,5938;1,3;17,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,886108;0,3703
"Oct 13; 12:00 am";0;50,001;49,999;0;0;0,97474;0,992907;0;30,0143;0;0;0;0;0,157187;0,650064;0,255085;0;0;995;346,201;147,303;13,5406;0,7;16,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,865901;0,3703
"Oct 13; 01:00 am";0;50,001;49,999;0;0;0,974724;0,992907;0;30,0195;0;0;0;0;0,158439;0,651949;0,255825;0;0;995;14,3346;147,263;13,2969;1,2;16,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,865856;0,3703
"Oct 13; 02:00 am";0;50,001;49,999;0;0;0,981394;0,993103;0;27,5791;0;0;0;0;0,159679;0,672005;0,263695;0;0;995;38,8914;142,014;13,6;0,7;16,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,886372;0,3703
"Oct 13; 03:00 am";0;50,001;49,999;0;0;0,991765;0,99409;0;22,6822;0;0;0;0;0,1606;0,680233;0,266924;0;0;995;57,1553;133,351;13,7297;0,7;15,8;0;-355,488;0;0;-0,3703;0;0;0;0;0,922658;0,3703
"Oct 13; 04:00 am";0;50,001;49,999;0;0;1,00056;0,995995;0;15,8139;0;0;0;0;0,161211;0,695273;0,272825;0;0;995;70,7761;122,909;13,4125;0,3;15,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,962152;0,3703
"Oct 13; 05:00 am";0;50,001;49,999;0;0;1,00364;0,998115;0;7,59308;0;0;0;0;0,163023;0,708649;0,278074;0;0;995;81,7585;111,63;13,7109;0,4;15;0;-355,488;0;0;-0,3703;0;0;0;0;0,991232;0,3703
"Oct 13; 06:00 am";0;50,001;49,999;0;0;1,00117;0,999641;0;1,45309;0;0;0;0;0,162422;0,713426;0,279948;0;0;995;91,4813;100,042;13,4812;0,1;15,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,999678;0,3703
"Oct 13; 07:00 am";0;50,001;49,999;0;0;1,00331;0,997278;0;10,895;0;0;0;0;0,16212;0,721042;0,282937;0;0;995;100,895;88,6569;13,8938;0;15,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,981975;0,3703
"Oct 13; 08:00 am";0;50,001;49,999;1,87686;0,686613;0,995645;0,994794;0,684779;20,2103;0;-75,9773;0,259576;0,736481;0,158439;0,690477;0,270943;0,7848;0;995;110,779;77,8186;15,0156;0;16,5;2;-355,488;0;0;-0,3703;0;0;0;0;0,938431;0,3703
"Oct 13; 09:00 am";0;50,001;49,999;1,74257;1;0,976544;0,992958;1;29,3917;0,112346;-64,7648;0,501818;0,683784;0,156557;0,655178;0,257092;0,7848;0,0881695;995;121,911;67,4433;15,1859;0,3;17,1;2;-355,488;0;0;-0,3703;0;0;0;0;0,871285;0,3703
"Oct 13; 10:00 am";0;50,001;49,999;4,76019;1;0,946557;0,992237;1;37,4989;0,392849;-49,7777;1,32776;1,8679;0,154324;0,633314;0,248513;2,3544;0,924923;995;135,14;58,3606;15,8469;0,4;17,8;6;-355,488;0;0;-0,3703;0;0;0;0;0,793365;0,3703
"Oct 13; 11:00 am";0;50,001;49,999;1,44109;1;0,910162;0,991547;1;43,9007;0;-31,9123;0,386238;0,565482;0,152051;0,614325;0,241061;0,7848;0;995;151,22;51,3898;16,5078;0,4;18,5;2;-355,488;0;0;-0,3703;0;0;0;0;0,720543;0,3703
"Oct 13; 12:00 pm";0;50,001;49,999;4,0496;1;0,882305;0,991084;1;47,551;0,284204;-10,9485;1,05166;1,58906;0,150072;0,592399;0,232457;2,3544;0,669129;995;170,145;47,5388;17,0688;0,6;19,1;6;-355,488;0;0;-0,3703;0;0;0;0;0,674934;0,3703
"Oct 13; 01:00 pm";0;50,001;49,999;7,42885;1;0,88258;0,991089;1;47,5186;0,361616;11,4657;1,92984;2,91508;0,147725;0,563804;0,221237;4,3164;1,56088;995;190,317;47,6016;15,6203;1;19,8;11;-355,488;0;0;-0,3703;0;0;0;0;0,67535;0,3703
"Oct 13; 02:00 pm";0;50,001;49,999;11,5449;1;0,910733;0,991557;1;43,8169;0,43462;32,38;3,09622;4,53022;0,146706;0,562677;0,220795;6,2784;2,72872;995;209,167;51,5641;15,3734;0,7;20,1;16;-355,488;0;0;-0,3703;0;0;0;0;0,721556;0,3703
"Oct 13; 03:00 pm";inf;293;393;107,263;1;0,947072;0,992248;1;37,3884;0,239642;50,1896;29,9353;42,0898;4,18347;33,2749;13,0571;52,974;12,6948;995;225,147;58,6168;15,8391;0,8;20,8;135;-362,733;0;0;-0,377847;0;0;0;0;0,794538;0,377847
"Oct 13; 04:00 pm";inf;293;393;228,539;1;0,976876;0,992968;1;29,2745;0,472196;65,1376;65,8367;89,6787;4,1694;33,4389;13,1214;102,809;48,5459;995;238,29;67,7542;15,8266;0,7;21,1;262;15263,9;17,6397;17,6397;15,8999;0;0;0;47,2102;0,872287;1,73972
"Oct 13; 05:00 pm";-nan(ind);293;393;35,6874;0,656979;0,995809;0,994827;0,676152;20,0918;0;76,1575;4,6641;14,0038;4,18816;33,1647;13,0138;14,9112;0;995;249,357;78,1653;15,6219;0,8;20,7;38;-355,488;0;0;-0,3703;0;0;0;0;0,939143;0,3703
"Oct 13; 06:00 pm";0;50,001;49,999;0,982269;0;1,00333;0,997301;0;10,8056;0;0;0;0,385442;0,147046;0,570654;0,223925;0,3924;0;995;259,194;88,9791;15,2734;0,5;20;1;-355,488;0;0;-0,3703;0;0;0;0;0,982269;0,3703
"Oct 13; 07:00 pm";0;50,001;49,999;0;0;1,00113;0,999656;0;1,39454;0;0;0;0;0,149405;0,600388;0,235592;0;0;995;268,577;100,438;14,6906;0,2;19,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,999704;0,3703
"Oct 13; 08:00 pm";0;50,001;49,999;0;0;1,00364;0,99811;0;7,61128;0;0;0;0;0,151724;0,603438;0,236789;0;0;995;278,282;112,046;14,5375;0,7;18,6;0;-355,488;0;0;-0,3703;0;0;0;0;0,991189;0,3703
"Oct 13; 09:00 pm";0;50,001;49,999;0;0;1,00058;0,996002;0;15,7871;0;0;0;0;0,154002;0,627597;0,246269;0;0;995;289,269;123,343;14,5406;0,5;17,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,962279;0,3703
"Oct 13; 10:00 pm";0;50,001;49,999;0;0;0,991872;0,994108;0;22,6203;0;0;0;0;0,156557;0,638621;0,250595;0;0;995;302,937;133,801;14,2875;1;17,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,923074;0,3703
"Oct 13; 11:00 pm";0;50,001;49,999;0;0;0,98216;0,993127;0;27,2715;0;0;0;0;0,15875;0,677362;0,265797;0;0;995;321,342;142,468;13,5094;0,2;16,4;0;-355,488;0;0;-0,3703;0;0;0;0;0,888846;0,3703
"Oct 14; 12:00 am";0;50,001;49,999;0;0;0,975808;0,992937;0;29,6489;0;0;0;0;0,160906;0,689775;0,270668;0;0;995;346,177;147,681;13,2;0,4;15,7;0;-355,488;0;0;-0,3703;0;0;0;0;0,869073;0,3703
"Oct 14; 01:00 am";0;50,001;49,999;0;0;0,975818;0,992937;0;29,6452;0;0;0;0;0,163323;0,721299;0,283038;0;0;995;14,5801;147,618;12,7906;0,1;14,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,869105;0,3703
"Oct 14; 02:00 am";0;50,001;49,999;0;0;0,982311;0,993132;0;27,2101;0;0;0;0;0,165691;0,73841;0,289752;0;0;995;39,2792;142,31;12,225;0,2;14,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,889335;0,3703
"Oct 14; 03:00 am";0;50,001;49,999;0;0;0,992381;0,994193;0;22,3234;0;0;0;0;0,168011;0,745681;0,292605;0;0;995;57,5585;133,594;12,05;0,9;13,3;0;-355,488;0;0;-0,3703;0;0;0;0;0,925054;0,3703
"Oct 14; 04:00 am";0;50,001;49,999;0;0;1,00084;0,996087;0;15,4678;0;0;0;0;0,169154;0,755371;0,296408;0;0;995;71,1546;123,118;11,5719;1;12,9;0;-355,488;0;0;-0,3703;0;0;0;0;0,963781;0,3703
"Oct 14; 05:00 am";0;50,001;49,999;0;0;1,00361;0,998199;0;7,25872;0;0;0;0;0,170285;0,774114;0,303762;0;0;995;82,1107;111,821;11,3281;0,5;12,5;0;-355,488;0;0;-0,3703;0;0;0;0;0,991986;0,3703
"Oct 14; 06:00 am";0;50,001;49,999;0;0;1,0014;0,999561;0;1,77942;0;0;0;0;0,171125;0,777506;0,305093;0;0;995;91,8152;100,229;11,0281;0,8;12,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,999518;0,3703
"Oct 14; 07:00 am";0;50,001;49,999;0;0;1,00321;0,997195;0;11,2188;0;0;0;0;0,171125;0,784146;0,307699;0;0;995;101,219;88,8252;10,7937;0,4;12,2;0;-355,488;0;0;-0,3703;0;0;0;0;0,980891;0,3703
"Oct 14; 08:00 am";0;50,001;49,999;0;0,67011;0,995189;0,994704;0,679596;20,531;0;-76,0856;0;0;0,168584;0,7622;0,299087;0;0;995;111,098;78,0298;11,7719;0,3;13,1;0;-355,488;0;0;-0,3703;0;0;0;0;0,936482;0,3703
"Oct 14; 09:00 am";inf;293;393;66,8642;1;0,975571;0,99293;1;29,7307;0,054538;-64,9601;19,2355;26,2375;4,48686;33,3864;13,1008;30,2148;1,64786;995;122,225;67,6838;12,625;0,8;14,5;77;-355,488;0;0;-0,3703;0;0;0;0;0,868366;0,3703
"Oct 14; 10:00 am";inf;293;393;200,551;1;0,944875;0,992202;1;37,8545;0,38352;-49,9451;55,8383;78,6963;4,39861;33,676;13,2144;99,6696;38,2253;995;135,437;58,6401;12,8625;1,2;16,3;254;4544,19;6,30789;6,30789;4,73353;0;0;0;20,884;0,789571;1,57436
"Oct 14; 11:00 am";inf;293;393;244,88;1;0,907593;0,991503;1;44,2729;0,357222;-32,0115;65,4443;96,0909;4,31161;33,6217;13,1932;134,201;47,9395;995;151,466;51,7137;13,6469;1;18,1;342;15570,2;17,9615;17,9615;16,219;0;0;0;47,9395;0,716024;1,74252
"Oct 14; 12:00 pm";inf;293;393;392,655;1;0,879059;0,991033;1;47,9283;0,365874;-10,9293;101,59;154,078;4,20698;33,7708;13,2516;229,946;84,1313;995;170,288;47,9005;14,2844;1;20,3;586;30215,4;33,9653;33,9653;31,4744;0;0;0;84,1313;0,67006;2,49086
"Oct 14; 01:00 pm";inf;293;393;383,627;1;0,879473;0,99104;1;47,8807;0,364773;11,6208;99,3013;150,535;4,14137;33,8575;13,2857;224,453;81,8743;995;190,322;47,9785;14,9031;1,5;21,7;572;29282,2;32,9736;32,9736;30,5023;0;0;0;81,8743;0,670676;2,47132
